artist_url,Associated Artists,Associated Bands,Background,Birth Place,Birth Year,Death Place,Death Year,Genre,Instruments,Name
<http://dbpedia.org/resource/Bill_Berg_%28musician%29>,"[""Flim_&_the_BB's""]","[""Flim_&_the_BB's""]",non_vocal_instrumentalist,,,,,"['Jazz', 'Jazz_fusion']",['Drum_kit'],Bill Berg (musician)
<http://dbpedia.org/resource/Frank_Sinatra>,,,,"['Hoboken,_New_Jersey']",1915,Los_Angeles,1998,,['Singer'],Frank Sinatra
<http://dbpedia.org/resource/Sam_Brown_%28guitarist%29>,,,,['St._Louis'],1939,"Bloomington,_Indiana",1977,,['Guitarist'],Sam Brown (guitarist)
<http://dbpedia.org/resource/Howard_McGhee>,"['Lionel_Hampton', 'Count_Basie', 'Andy_Kirk_(musician)']","['Lionel_Hampton', 'Count_Basie', 'Andy_Kirk_(musician)']",non_vocal_instrumentalist,"['Tulsa,_Oklahoma']",1918,New_York_City,1987,"['Bebop', 'Hard_bop']",['Trumpet'],Howard McGhee
<http://dbpedia.org/resource/Vi_Redd>,['Count_Basie'],['Count_Basie'],solo_singer,['Los_Angeles'],1928,,,"['Bebop', 'Jazz', 'Post_bop', 'Hard_bop']",['Alto_saxophone'],Vi Redd
<http://dbpedia.org/resource/Paul_Horn_%28musician%29>,['R._Carlos_Nakai'],['R._Carlos_Nakai'],non_vocal_instrumentalist,['New_York_City'],1930,British_Columbia,2014,"['New-age_music', 'Jazz', 'Ambient_music']","['Clarinet', 'Flute', 'Saxophone']",Paul Horn (musician)
<http://dbpedia.org/resource/Flip_Phillips>,"['Jazz_at_the_Philharmonic', 'Woody_Herman']","['Jazz_at_the_Philharmonic', 'Woody_Herman']",non_vocal_instrumentalist,"['New_York_City', 'Brooklyn,_New_York']",1915,"Fort_Lauderdale,_Florida",2001,"['Bebop', 'East_Coast_blues', 'Jazz', 'Jump_blues', 'Swing_music', 'Mainstream_jazz']",['Tenor_saxophone'],Flip Phillips
<http://dbpedia.org/resource/Arthur_Lee_%28musician%29>,['Love_(band)'],['Love_(band)'],solo_singer,"['Memphis,_Tennessee']",1945,"Memphis,_Tennessee",2006,['Psychedelic_rock'],['Vocals'],Arthur Lee (musician)
"<http://dbpedia.org/resource/Sammy_Davis,_Jr.>",,,,"['New_York_City', 'New_York_City,_New_York']",1925,California,1990,,,Sammy Davis Jr.
<http://dbpedia.org/resource/Jimmy_Cleveland>,['Miles_Davis'],['Miles_Davis'],non_vocal_instrumentalist,"['Wartrace,_Tennessee']",1926,California,2008,['Jazz'],['Trombone'],Jimmy Cleveland
<http://dbpedia.org/resource/Max_Roach>,"['Charlie_Parker', 'Dizzy_Gillespie', 'Duke_Ellington', 'Coleman_Hawkins', ""M'Boom"", 'Charles_Mingus', 'Miles_Davis', 'Sonny_Stitt', 'Eric_Dolphy', 'Thelonious_Monk', 'Sonny_Rollins', 'Stan_Getz', 'Bud_Powell', 'Billy_Eckstine', 'Clifford_Brown', 'Booker_Little']","['Charlie_Parker', 'Dizzy_Gillespie', 'Duke_Ellington', 'Coleman_Hawkins', ""M'Boom"", 'Charles_Mingus', 'Miles_Davis', 'Sonny_Stitt', 'Eric_Dolphy', 'Thelonious_Monk', 'Sonny_Rollins', 'Stan_Getz', 'Bud_Powell', 'Billy_Eckstine', 'Clifford_Brown', 'Booker_Little']",non_vocal_instrumentalist,"['United_States', 'North_Carolina', 'Newland,_North_Carolina', 'Avery_County,_North_Carolina']",1924,United_States,2007,"['Bebop', 'Jazz', 'Hard_bop']","['Drum_kit', 'Percussion_instrument']",Max Roach
<http://dbpedia.org/resource/Elvin_Jones>,"['John_Coltrane', 'Charles_Mingus', 'Hank_Jones', 'Thad_Jones']","['John_Coltrane', 'Charles_Mingus', 'Hank_Jones', 'Thad_Jones']",non_vocal_instrumentalist,"['United_States', 'Pontiac,_Michigan']",1927,United_States,2004,"['Modal_jazz', 'Post-bop', 'Mainstream_jazz', 'Avant-garde_jazz', 'Hard_bop']","['Drum_kit', 'Percussion']",Elvin Jones
<http://dbpedia.org/resource/George_Van_Eps>,"['Benny_Goodman', 'Howard_Alden', 'Ray_Noble', 'Freddy_Martin']","['Benny_Goodman', 'Howard_Alden', 'Ray_Noble', 'Freddy_Martin']",non_vocal_instrumentalist,"['Plainfield,_New_Jersey']",1913,"Newport_Beach,_California",1998,['Jazz'],"['Seven-string_guitar', 'Gretsch']",George Van Eps
<http://dbpedia.org/resource/Mercer_Ellington>,['Duke_Ellington'],['Duke_Ellington'],non_vocal_instrumentalist,"['Washington,_D.C.']",1919,Copenhagen,1996,"['Big_band_music', 'Swing_music']",['Trumpet'],Mercer Ellington
<http://dbpedia.org/resource/Charles_Mingus>,"['Charlie_Parker', 'Duke_Ellington', 'Miles_Davis', 'Jack_Walrath', 'Eric_Dolphy', 'Jimmy_Knepper', 'Jaki_Byard', 'Pepper_Adams', 'Max_Roach', 'Don_Pullen', 'Dannie_Richmond']","['Charlie_Parker', 'Duke_Ellington', 'Miles_Davis', 'Jack_Walrath', 'Eric_Dolphy', 'Jimmy_Knepper', 'Jaki_Byard', 'Pepper_Adams', 'Max_Roach', 'Don_Pullen', 'Dannie_Richmond']",non_vocal_instrumentalist,"['Nogales,_Arizona']",1922,Cuernavaca,1979,"['Bebop', 'Third_Stream', 'Free_jazz', 'Post-bop', 'Jazz', 'Avant-garde_jazz', 'Hard_bop', 'Orchestral_jazz']",['Double_bass'],Charles Mingus
<http://dbpedia.org/resource/Billy_Higgins>,"['Cedar_Walton', 'Ornette_Coleman', 'Charles_Lloyd_(jazz_musician)']","['Cedar_Walton', 'Ornette_Coleman', 'Charles_Lloyd_(jazz_musician)']",non_vocal_instrumentalist,"['United_States', 'California', 'Los_Angeles']",1936,"Inglewood,_California",2001,['Jazz'],['Drum_set'],Billy Higgins
<http://dbpedia.org/resource/Jimmy_Cheatham>,,,,"['Birmingham,_Alabama']",1924,San_Diego,2007,,['Trombonist'],Jimmy Cheatham
<http://dbpedia.org/resource/Jimmie_Lunceford>,,,non_vocal_instrumentalist,"['Fulton,_Missouri']",1902,,1947,"['Traditional_pop_music', 'Swing_music']","['Alto_saxophone', 'Flute']",Jimmie Lunceford
<http://dbpedia.org/resource/Charles_Lloyd_%28jazz_musician%29>,,,non_vocal_instrumentalist,"['Tennessee', 'Memphis,_Tennessee', 'Memphis']",1938,,,"['Post-bop', 'Jazz']",['Tenor_saxophone'],Charles Lloyd (jazz musician)
<http://dbpedia.org/resource/Tony_Bennett>,,,,"['Astoria,_Queens', 'New_York_City', 'New_York_(state)']",1926,,,,['Singer'],Tony Bennett
<http://dbpedia.org/resource/Arnie_Lawrence>,,,,,1938,,2005,,['Lawrence'],Arnie Lawrence
<http://dbpedia.org/resource/George_Duvivier>,,,,['New_York_City'],1920,New_York_City,1985,,['Duvivier'],George Duvivier
<http://dbpedia.org/resource/Jay_McShann>,,,solo_singer,"['Muskogee,_Oklahoma']",1916,"Kansas_City,_Missouri",2006,"['Bebop', 'Swing_(genre)', 'Blues', 'Jazz', 'Jump_blues']","['Vocals, piano']",Jay McShann
<http://dbpedia.org/resource/Philly_Joe_Jones>,['Miles_Davis'],['Miles_Davis'],non_vocal_instrumentalist,"['Pennsylvania', 'Philadelphia']",1923,Pennsylvania,1985,"['Bebop', 'Cool_jazz', 'Modal_jazz', 'Jazz', 'Hard_bop']",['Drums'],Philly Joe Jones
<http://dbpedia.org/resource/Shorty_Rogers>,"['Stan_Kenton', 'Art_Pepper', 'Woody_Herman']","['Stan_Kenton', 'Art_Pepper', 'Woody_Herman']",non_vocal_instrumentalist,"['Great_Barrington,_Massachusetts', 'Massachusetts']",1924,"Van_Nuys,_Los_Angeles",1994,"['Cool_jazz', 'Jazz']","['Trumpet', 'Flugelhorn']",Shorty Rogers
<http://dbpedia.org/resource/Buddy_Rich>,"['Ella_Fitzgerald', 'Artie_Shaw', 'Frank_Sinatra', 'Louis_Armstrong', 'Nat_King_Cole', 'Bunny_Berigan', 'Charlie_Ventura', 'Jazz_at_the_Philharmonic', 'Benny_Carter', 'Harry_James', 'Tommy_Dorsey', 'Les_Brown_(bandleader)', 'Joe_Marsala', 'Gene_Krupa']","['Ella_Fitzgerald', 'Artie_Shaw', 'Frank_Sinatra', 'Louis_Armstrong', 'Nat_King_Cole', 'Bunny_Berigan', 'Charlie_Ventura', 'Jazz_at_the_Philharmonic', 'Benny_Carter', 'Harry_James', 'Tommy_Dorsey', 'Les_Brown_(bandleader)', 'Joe_Marsala', 'Gene_Krupa']",non_vocal_instrumentalist,"['New_York_City', 'Brooklyn,_New_York']",1917,Los_Angeles,1987,"['Bebop', 'Jazz', 'Big_band', 'Swing_music']","['Drums, percussion, vocals']",Buddy Rich
<http://dbpedia.org/resource/Jimmy_Blanton>,['Duke_Ellington'],['Duke_Ellington'],non_vocal_instrumentalist,"['Tennessee', 'United_States', 'Chattanooga,_Tennessee', 'Chattanooga']",1918,California,1942,"['Jazz', 'Big_band']","['Violin', 'Double_bass']",Jimmy Blanton
<http://dbpedia.org/resource/Albert_Stinson>,,,,,1944,,1969,,['Stinson'],Albert Stinson
<http://dbpedia.org/resource/George_Benson>,"['Jack_McDuff', 'Fuse_One', 'Django_Reinhardt', 'Al_Jarreau', 'McCoy_Tyner', 'Wes_Montgomery', 'Charlie_Christian', 'Joe_Farrell', 'Joe_Sample', 'Count_Basie_Orchestra', 'Earl_Klugh']","['Jack_McDuff', 'Fuse_One', 'Django_Reinhardt', 'Al_Jarreau', 'McCoy_Tyner', 'Wes_Montgomery', 'Charlie_Christian', 'Joe_Farrell', 'Joe_Sample', 'Count_Basie_Orchestra', 'Earl_Klugh']",solo_singer,"['Pittsburgh', 'Pittsburgh,_Pennsylvania']",1943,,,"['Funk_music', 'Jazz', 'Rhythm_and_blues', 'Soul_music']",['Ibanez'],George Benson
<http://dbpedia.org/resource/Joe_Newman_%28trumpeter%29>,,,,['New_Orleans'],1922,New_York_City,1992,,['Trumpeter'],Joe Newman (trumpeter)
<http://dbpedia.org/resource/Buddy_Cole_%28musician%29>,,,,,1916,,1964,,['Pianist'],Buddy Cole (musician)
<http://dbpedia.org/resource/Johnny_Hartman>,"['Dizzy_Gillespie', 'John_Coltrane', 'Earl_Hines']","['Dizzy_Gillespie', 'John_Coltrane', 'Earl_Hines']",solo_singer,['Chicago'],1923,New_York_City,1983,['Jazz'],"['Vocals, piano']",Johnny Hartman
<http://dbpedia.org/resource/Buddy_Collette>,['Chico_Hamilton'],['Chico_Hamilton'],non_vocal_instrumentalist,"['Los_Angeles', 'Los_Angeles,_California']",1921,Los_Angeles,2010,"['Cool_jazz', 'Jazz', 'West_Coast_jazz']","['Flute, saxophone, clarinet']",Buddy Collette
<http://dbpedia.org/resource/Elvis_Presley>,,,,"['Tupelo,_Mississippi']",1935,"Memphis,_Tennessee",1977,,['Singer'],Elvis Presley
<http://dbpedia.org/resource/Don_Cherry_%28singer/golfer%29>,,,solo_singer,"['Wichita_Falls,_Texas']",1924,,,"['Big_band', 'Traditional_pop_music']",['Singer'],Don Cherry (singer)
<http://dbpedia.org/resource/Herb_Jeffries>,,,solo_singer,"['Detroit', 'Michigan']",1913,California,2014,"['Jazz', 'Popular_music']",['Actor'],Herb Jeffries
<http://dbpedia.org/resource/Sid_Catlett>,,,non_vocal_instrumentalist,"['Evansville,_Indiana']",1910,Chicago,1951,"['Bebop', 'Jazz']",['Drums'],Sid Catlett
<http://dbpedia.org/resource/Pony_Poindexter>,,,,['New_Orleans'],1926,"Oakland,_California",1988,,['Poindexter'],Pony Poindexter
<http://dbpedia.org/resource/Chet_Baker>,"['Art_Pepper', 'Stan_Getz', 'Gerry_Mulligan']","['Art_Pepper', 'Stan_Getz', 'Gerry_Mulligan']",solo_singer,"['Yale,_Oklahoma']",1929,Amsterdam,1988,"['Bebop', 'Cool_jazz', 'West_Coast_jazz']",['Flugelhorn'],Chet Baker
<http://dbpedia.org/resource/Carson_Smith>,,,,,1931,,1997,,,Carson Smith
<http://dbpedia.org/resource/Wyatt_Ruther>,,,,['Pittsburgh'],1923,San_Francisco,1999,,,Wyatt Ruther
<http://dbpedia.org/resource/Tony_Williams>,,,,,,,,,,Anthony Williams
<http://dbpedia.org/resource/Kid_Rena>,,,,['New_Orleans'],1898,New_Orleans,1949,,['Trumpeter'],Kid Rena
<http://dbpedia.org/resource/Eddie_Durham>,"['Count_Basie', 'Jimmie_Lunceford', 'Walter_Page', 'Benny_Moten']","['Count_Basie', 'Jimmie_Lunceford', 'Walter_Page', 'Benny_Moten']",non_vocal_instrumentalist,"['San_Marcos,_Texas']",1906,New_York_City,1987,['Jazz'],['Gibson_ES-150'],Eddie Durham
<http://dbpedia.org/resource/Andy_Gibson>,"['Blanche_Calloway', 'Willie_Bryant', 'Lucky_Millinder', ""McKinney's_Cotton_Pickers"", 'Zack_Whyte', 'Lew_Redman']","['Blanche_Calloway', 'Willie_Bryant', 'Lucky_Millinder', ""McKinney's_Cotton_Pickers"", 'Zack_Whyte', 'Lew_Redman']",non_vocal_instrumentalist,"['Zanesville,_Ohio']",1913,Cincinnati,1961,,['Trumpet'],Andy Gibson
<http://dbpedia.org/resource/Spencer_Williams>,"['Fats_Waller', 'Josephine_Baker']","['Fats_Waller', 'Josephine_Baker']",solo_singer,['New_Orleans'],1889,"Flushing,_Queens",1965,"['Jazz', 'Popular_music']","['Piano, vocals']",Spencer Williams
<http://dbpedia.org/resource/Chester_Zardis>,,,,,1900,,1990,,,Chester Zardis
<http://dbpedia.org/resource/Joe_Robichaux>,,,,['New_Orleans'],1900,New_Orleans,1965,,['Pianist'],Joe Robichaux
<http://dbpedia.org/resource/Bunk_Johnson>,"['Louis_Armstrong', 'George_Lewis_(clarinetist)']","['Louis_Armstrong', 'George_Lewis_(clarinetist)']",non_vocal_instrumentalist,"['Louisiana', 'New_Orleans']",1879,"New_Iberia,_Louisiana",1949,['Jazz'],['Trumpet'],Bunk Johnson
<http://dbpedia.org/resource/Louis_Nelson_Delisle>,,,non_vocal_instrumentalist,['New_Orleans'],1885,New_Orleans,1949,,['Clarinet'],Louis Nelson Delisle
<http://dbpedia.org/resource/Zutty_Singleton>,"['Jelly_Roll_Morton', 'Tommy_Ladnier', 'Louis_Armstrong', 'Bubber_Miley', 'Fats_Waller', 'Jimmie_Noone']","['Jelly_Roll_Morton', 'Tommy_Ladnier', 'Louis_Armstrong', 'Bubber_Miley', 'Fats_Waller', 'Jimmie_Noone']",non_vocal_instrumentalist,"['Louisiana', 'Bunkie,_Louisiana']",1898,New_York_City,1975,['Jazz'],['Drums'],Zutty Singleton
<http://dbpedia.org/resource/Hilton_Jefferson>,['Cab_Calloway'],['Cab_Calloway'],non_vocal_instrumentalist,"['Danbury,_Connecticut']",1903,New_York_City,1968,['Jazz'],['Alto_saxophone'],Hilton Jefferson
<http://dbpedia.org/resource/Luis_Russell>,,,,['Panama'],1902,New_York_City,1963,,['Pianist'],Luis Russell
<http://dbpedia.org/resource/Billy_Kyle>,,,non_vocal_instrumentalist,['Philadelphia'],1914,"Youngstown,_Ohio",1966,['Jazz'],['Piano'],Billy Kyle
<http://dbpedia.org/resource/Paul_Barbarin>,,,,['New_Orleans'],1899,New_Orleans,1969,,['Drummer'],Paul Barbarin
<http://dbpedia.org/resource/Lawrence_Lucie>,,,,"['Emporia,_Virginia']",1907,New_York_City,2009,,['Guitarist'],Lawrence Lucie
<http://dbpedia.org/resource/Ella_Johnson>,,,,"['Darlington,_South_Carolina']",1919,New_York_City,2004,,['Jazz'],Ella Johnson
<http://dbpedia.org/resource/Thad_Jones>,"['Herbie_Hancock', 'Thad_Jones/Mel_Lewis_Big_Band', 'Count_Basie', 'Thelonious_Monk']","['Herbie_Hancock', 'Thad_Jones/Mel_Lewis_Big_Band', 'Count_Basie', 'Thelonious_Monk']",non_vocal_instrumentalist,"['Pontiac,_Michigan']",1923,Copenhagen,1986,"['Bebop', 'Post-bop', 'Mainstream_jazz', 'Hard_bop']","['Trumpet', 'Cornet', 'Flugelhorn']",Thad Jones
<http://dbpedia.org/resource/Pops_Foster>,"['Kid_Ory', 'Joe_""King""_Oliver']","['Kid_Ory', 'Joe_""King""_Oliver']",non_vocal_instrumentalist,"['Ascension_Parish,_Louisiana']",1892,San_Francisco,1969,['Jazz'],"['Trumpet', 'Tuba', 'String_bass']",Pops Foster
<http://dbpedia.org/resource/Jelly_Roll_Morton>,"['New_Orleans_Rhythm_Kings', 'Red_Hot_Peppers']","['New_Orleans_Rhythm_Kings', 'Red_Hot_Peppers']",non_vocal_instrumentalist,"['Gulfport,_Mississippi', 'New_Orleans']",1890,Los_Angeles,1941,"['Jazz', 'Ragtime', 'Swing_music', 'Jazz_blues', 'Dixieland']",['Piano'],Jelly Roll Morton
<http://dbpedia.org/resource/Carmen_Mastren>,['Tommy_Dorsey'],['Tommy_Dorsey'],non_vocal_instrumentalist,['New_York'],1913,Long_Island,1981,['Jazz'],"['Violin', 'Banjo', 'Guitar']",Carmen Mastren
<http://dbpedia.org/resource/Tommy_Benford>,['Jelly_Roll_Morton'],['Jelly_Roll_Morton'],non_vocal_instrumentalist,"['West_Virginia', 'Charleston,_West_Virginia']",1905,"Mount_Vernon,_New_York",1994,['Jazz'],['Drum_kit'],Tommy Benford
<http://dbpedia.org/resource/Allan_Reuss>,"['Benny_Goodman', 'Jack_Teagarden', 'Jimmy_Dorsey', 'Paul_Whiteman', 'Harry_James']","['Benny_Goodman', 'Jack_Teagarden', 'Jimmy_Dorsey', 'Paul_Whiteman', 'Harry_James']",non_vocal_instrumentalist,['New_York_City'],1915,"North_Hollywood,_Los_Angeles",1988,['Jazz'],['Guitar'],Allan Reuss
<http://dbpedia.org/resource/George_Guesnon>,,,,,1907,,1968,,['Banjoist'],George Guesnon
<http://dbpedia.org/resource/Chu_Berry>,"['Fletcher_Henderson', 'Cab_Calloway']","['Fletcher_Henderson', 'Cab_Calloway']",non_vocal_instrumentalist,"['Wheeling,_West_Virginia']",1908,"Conneaut,_Ohio",1941,['Swing_music'],['Tenor saxophone'],Chu Berry
<http://dbpedia.org/resource/Blue_Lu_Barker>,['Danny_Barker'],['Danny_Barker'],solo_singer,['New_Orleans'],1913,New_Orleans,1998,"['Blues', 'Jazz']",['Human_voice'],Blue Lu Barker
<http://dbpedia.org/resource/Freddie_Keppard>,"['Buddy_Bolden', 'Jimmie_Noone', 'Joe_""King""_Oliver']","['Buddy_Bolden', 'Jimmie_Noone', 'Joe_""King""_Oliver']",non_vocal_instrumentalist,"['Louisiana', 'New_Orleans']",1889,Chicago,1933,['Jazz'],['Cornet'],Freddie Keppard
<http://dbpedia.org/resource/Alphonse_Picou>,,,,['New_Orleans'],1878,New_Orleans,1961,,,Alphonse Picou
<http://dbpedia.org/resource/Tyree_Glenn>,,,non_vocal_instrumentalist,"['Corsicana,_Texas']",1912,"Englewood,_New_Jersey",1974,['Swing_music'],['Player'],Tyree Glenn
<http://dbpedia.org/resource/Milt_Jackson>,"['Dizzy_Gillespie', 'John_Coltrane', 'Miles_Davis', 'Modern_Jazz_Quartet', 'Thelonious_Monk', 'Ray_Charles', 'Wes_Montgomery']","['Dizzy_Gillespie', 'John_Coltrane', 'Miles_Davis', 'Modern_Jazz_Quartet', 'Thelonious_Monk', 'Ray_Charles', 'Wes_Montgomery']",non_vocal_instrumentalist,"['Detroit', 'Detroit,_Michigan']",1923,New_York_City,1999,"['Modal_jazz', 'Post-bop', 'Mainstream_jazz', 'Afro-Cuban_jazz', 'Hard_bop']","['Vibraphone', 'Piano']",Milt Jackson
<http://dbpedia.org/resource/George_Lewis_%28trombonist%29>,"['Globe_Unity_Orchestra', 'Musica_Elettronica_Viva', 'ICP_Orchestra']","['Globe_Unity_Orchestra', 'Musica_Elettronica_Viva', 'ICP_Orchestra']",non_vocal_instrumentalist,"['Chicago', 'Chicago,_Illinois']",1952,,,"['Computer_music', 'Jazz', 'Avant-garde_jazz']",['Trombone'],George Lewis (trombonist)
<http://dbpedia.org/resource/Louis_Barbarin>,,,,['New_Orleans'],1902,,1997,,['Drummer'],Louis Barbarin
<http://dbpedia.org/resource/Jonah_Jones>,"['Stuff_Smith', 'Cab_Calloway']","['Stuff_Smith', 'Cab_Calloway']",non_vocal_instrumentalist,"['United_States', 'Kentucky', 'Louisville,_Kentucky']",1909,New_York_City,2000,"['Jazz', 'Jump_blues', 'Swing_music', 'Boogie-woogie']","['Trumpet', 'Alto_saxophone']",Jonah Jones
<http://dbpedia.org/resource/W._C._Clark>,,,solo_singer,"['United_States', 'Austin,_Texas', 'Texas']",1939,,,"['Blues', 'Rhythm_and_blues']","['Human_voice', 'Guitar']",W. C. Clark
<http://dbpedia.org/resource/Lee_Blair>,,,,,,,,,,Lee Blair
<http://dbpedia.org/resource/Johnny_Williams_%28drummer%29>,,,non_vocal_instrumentalist,"['Watertown,_Massachusetts']",1905,"Los_Angeles,_California",1985,['Jazz'],"['Drums, percussion']",Johnny Williams (drummer)
<http://dbpedia.org/resource/Harry_White_%28trombonist%29>,,,,"['Bethlehem,_Pennsylvania']",1898,New_York_City,1962,,['Trombonist'],Harry White (trombonist)
<http://dbpedia.org/resource/Buster_Bailey>,,,,"['Memphis,_Tennessee']",1902,New_York_City,1967,,['Musician'],Buster Bailey
<http://dbpedia.org/resource/Hank_Jones>,"['Charlie_Parker', 'Ella_Fitzgerald', 'Roberta_Gambarini', 'Nancy_Wilson_(jazz_singer)', 'Charlie_Haden', 'Salena_Jones']","['Charlie_Parker', 'Ella_Fitzgerald', 'Roberta_Gambarini', 'Nancy_Wilson_(jazz_singer)', 'Charlie_Haden', 'Salena_Jones']",non_vocal_instrumentalist,"['Vicksburg,_Mississippi']",1918,The_Bronx,2010,"['Bebop', 'Jazz']",['Piano'],Hank Jones
<http://dbpedia.org/resource/Fats_Domino>,,,solo_singer,"['United_States', 'Louisiana', 'New_Orleans']",1928,,,"['New_Orleans_rhythm_and_blues', 'Rock_and_roll']","['Piano, vocals']",Fats Domino
<http://dbpedia.org/resource/That_1_Guy>,"['Buckethead', 'Dj_Qbert']","['Buckethead', 'Dj_Qbert']",solo_singer,,2000,,,"['Funk', 'Jazz', 'Experimental_music']","['Double_bass', 'Musical_saw', 'Percussion', 'Singing']",That 1 Guy
<http://dbpedia.org/resource/Isidore_Barbarin>,,,,,1872,,1960,,['Cornet'],Isidore Barbarin
<http://dbpedia.org/resource/Red_Allen_%28bluegrass%29>,"['Frank_Wakefield', 'Jimmy_Martin', 'Harley_Allen', 'The_Osborne_Brothers']","['Frank_Wakefield', 'Jimmy_Martin', 'Harley_Allen', 'The_Osborne_Brothers']",solo_singer,"['United_States', 'Kentucky']",1930,,1993,"['Country_music', 'Bluegrass_music']",['Guitar'],Red Allen (bluegrass)
<http://dbpedia.org/resource/Johnny_Dodds>,,,,"['Waveland,_Mississippi']",1892,Chicago,1940,,['Orleans'],Johnny Dodds
<http://dbpedia.org/resource/Lucien_Barbarin>,,,non_vocal_instrumentalist,"['United_States', 'New_Orleans,_Louisiana', 'New_Orleans']",1956,,,['Jazz'],['Trombone'],Lucien Barbarin
<http://dbpedia.org/resource/David_Jones_%28jazz_musician%29>,,,non_vocal_instrumentalist,"['Lutcher,_Louisiana']",1888,Los_Angeles,1956,['Jazz'],"['Saxophone', 'Mellophone']",David Jones (jazz musician)
<http://dbpedia.org/resource/Charlie_Johnson_%28bandleader%29>,,,,['Philadelphia'],1891,New_York_City,1959,,['Bandleader'],Charlie Johnson (bandleader)
<http://dbpedia.org/resource/Buck_Clayton>,,,non_vocal_instrumentalist,"['Kansas', 'Parsons,_Kansas']",1911,New_York_City,1991,"['Swing_music', 'Mainstream_jazz']",['Trumpet'],Buck Clayton
"<http://dbpedia.org/resource/Harry_Connick,_Jr.>",,,solo_singer,['New_Orleans'],1967,,,,,Harry Connick Jr.
<http://dbpedia.org/resource/Cab_Calloway>,['The_Cab_Calloway_Orchestra'],['The_Cab_Calloway_Orchestra'],solo_singer,"['Rochester,_New_York']",1907,"Hockessin,_Delaware",1994,"['Blues', 'Jazz', 'Swing_music']",['Vocals'],Cab Calloway
<http://dbpedia.org/resource/Herb_Morand>,,,,,1905,New_Orleans,1952,,['Trumpeter'],Herb Morand
<http://dbpedia.org/resource/J._Mayo_Williams>,,,,"['Pine_Bluff,_Arkansas', 'United_States_of_America']",1894,Chicago,1980,,['Producer'],J. Mayo Williams
<http://dbpedia.org/resource/Charlie_Shavers>,,,non_vocal_instrumentalist,"['United_States', 'New_York_City', 'New_York_(state)']",1920,United_States,1971,['Jazz'],['Trumpet'],Charlie Shavers
<http://dbpedia.org/resource/Bill_Johnson_%28reed_player%29>,,,,,1912,,1960,,['Saxophonist'],Bill Johnson (reed player)
<http://dbpedia.org/resource/Les_Paul>,,,non_vocal_instrumentalist,"['Billboard_Hot_100', 'Waukesha,_Wisconsin']",1915,Billboard_Hot_100,2009,"['Blues', 'Country_music', 'Jazz']","['Banjo', 'Gibson_Les_Paul']",Les Paul
<http://dbpedia.org/resource/Kid_Howard>,,,,['New_Orleans'],1908,New_Orleans,1966,,['Trumpeter'],Kid Howard
<http://dbpedia.org/resource/Guy_Kelly>,,,,,1906,Chicago,1940,,['Trumpeter'],Guy Kelly
<http://dbpedia.org/resource/Lee_Collins_%28musician%29>,,,,['New_Orleans'],1901,Chicago,1960,,['Trumpeter'],Lee Collins (musician)
<http://dbpedia.org/resource/Harry_James>,"['Benny_Goodman', 'Ben_Pollack', 'Frank_Sinatra', 'Buddy_Rich', 'Louie_Bellson', 'Helen_Forrest']","['Benny_Goodman', 'Ben_Pollack', 'Frank_Sinatra', 'Buddy_Rich', 'Louie_Bellson', 'Helen_Forrest']",non_vocal_instrumentalist,"['Albany,_Georgia']",1916,Nevada,1983,"['Jazz', 'Big_band', 'Swing_music']",['Trumpet'],Harry James
<http://dbpedia.org/resource/Joe_%22King%22_Oliver>,,,,,,,,,,"http://dbpedia.org/resource/Joe_""King""_Oliver"
<http://dbpedia.org/resource/Kid_Ory>,"['Benny_Goodman', 'Jelly_Roll_Morton', 'Charles_Mingus', 'Louis_Armstrong']","['Benny_Goodman', 'Jelly_Roll_Morton', 'Charles_Mingus', 'Louis_Armstrong']",non_vocal_instrumentalist,"['Louisiana', 'La_Place,_Louisiana']",1886,Hawaii,1973,['Jazz'],"['Trombone and multi-instrumentalist, vocal']",Kid Ory
<http://dbpedia.org/resource/Sam_Morgan_%28musician%29>,,,,,1897,New_Orleans,1936,,['Player'],Sam Morgan (musician)
<http://dbpedia.org/resource/Fletcher_Henderson>,,,non_vocal_instrumentalist,"['Georgia_(U.S._state)', 'Cuthbert,_Georgia']",1897,New_York_City,1952,"['Jazz', 'Swing_music']",['Piano'],Fletcher Henderson
<http://dbpedia.org/resource/Jim_Robinson_%28trombonist%29>,,,,"['Plaquemines_Parish,_Louisiana']",1892,New_Orleans,1976,,['Musician'],Jim Robinson (trombonist)
<http://dbpedia.org/resource/Bill_Doggett>,,,non_vocal_instrumentalist,"['United_States', 'Pennsylvania', 'Philadelphia']",1916,United_States,1996,"['Jazz', 'Rhythm_and_blues']","['Piano', 'Electric_organ']",Bill Doggett
<http://dbpedia.org/resource/Chris_Kelly_%28jazz%29>,['George_Lewis_(clarinetist)'],['George_Lewis_(clarinetist)'],non_vocal_instrumentalist,,1890,,1929,['Jazz'],['Trumpet'],Chris Kelly (jazz)
<http://dbpedia.org/resource/Black_Benny>,"['Jelly_Roll_Morton', 'Louis_Armstrong', 'Sidney_Bechet']","['Jelly_Roll_Morton', 'Louis_Armstrong', 'Sidney_Bechet']",non_vocal_instrumentalist,['New_Orleans'],1890,New_Orleans,1924,['Jazz'],['Bass_drum'],Black Benny
