artist_url,Associated Artists,Associated Bands,Background,Birth Place,Birth Year,Death Place,Death Year,Genre,Instruments,Name
<http://dbpedia.org/resource/Julie_London>,,,,"['Santa_Rosa,_California']",1926,"Encino,_Los_Angeles",2000,,['Nightclub'],Julie London
<http://dbpedia.org/resource/Jim_Scott_%28musician%29>,,,,,,,,,['Guitarist'],Jim Scott (musician)
<http://dbpedia.org/resource/Wynonie_Harris>,,,solo_singer,"['Omaha,_Nebraska']",1915,Los_Angeles,1969,"['Blues', 'Rhythm_and_blues', 'Jump_blues', 'Swing_music', 'Rock_n_roll']",['Guitar'],Wynonie Harris
<http://dbpedia.org/resource/Les_McCann>,,,,"['Lexington,_Kentucky']",1935,,,,['Pianist'],Les McCann
<http://dbpedia.org/resource/Alton_Moore>,,,,,1908,,1978,,['Moore'],Alton Moore
<http://dbpedia.org/resource/Gene_Harris>,"['Niki_Haris', 'The_Three_Sounds', 'Ray_Brown_(musician)']","['Niki_Haris', 'The_Three_Sounds', 'Ray_Brown_(musician)']",non_vocal_instrumentalist,"['Benton_Harbor,_Michigan']",1933,"Boise,_Idaho",2000,"['Blues', 'Jazz', 'Soul_jazz']",['Hammond_B3'],Gene Harris
<http://dbpedia.org/resource/Tommy_Newsom>,['The_Tonight_Show_Band'],['The_Tonight_Show_Band'],non_vocal_instrumentalist,"['Portsmouth,_Virginia']",1929,,2007,['Jazz'],"['Clarinet', 'Flute', 'Saxophone']",Tommy Newsom
<http://dbpedia.org/resource/Earl_Coleman_%28singer%29>,,,,"['United_States', 'Michigan', 'Port_Huron,_Michigan']",1925,United_States,1995,,['Singer'],Earl Coleman (singer)
<http://dbpedia.org/resource/Tom_Gullion>,,,,,1965,,,,,Tom Gullion
<http://dbpedia.org/resource/Phil_Wilson_%28trombonist%29>,,,,,1937,,,,,Phil Wilson (trombonist)
"<http://dbpedia.org/resource/Walter_Bishop,_Jr.>","['Charlie_Parker', 'Miles_Davis', 'Kai_Winding', 'Stan_Getz', 'Milt_Jackson', 'Oscar_Pettiford']","['Charlie_Parker', 'Miles_Davis', 'Kai_Winding', 'Stan_Getz', 'Milt_Jackson', 'Oscar_Pettiford']",non_vocal_instrumentalist,['New_York_City'],1927,New_York_City,1998,['Jazz'],['Piano'],Walter Bishop Jr.
<http://dbpedia.org/resource/Fred_Beckett>,,,,,1917,,1946,,['Trombonist'],Fred Beckett
<http://dbpedia.org/resource/Bennie_Green>,"['Charlie_Ventura', 'Earl_Hines']","['Charlie_Ventura', 'Earl_Hines']",non_vocal_instrumentalist,['Chicago'],1923,San_Diego,1977,['Jazz'],['Trombone'],Bennie Green
<http://dbpedia.org/resource/Freddie_Webster>,,,,['Cleveland'],1916,Chicago,1947,,['Trumpeter'],Freddie Webster
<http://dbpedia.org/resource/John_Carisi>,,,,"['Hasbrouck_Heights,_New_Jersey']",1922,New_York_City,1992,,['Trumpeter'],John Carisi
<http://dbpedia.org/resource/Jimmy_Coe>,,,,['Kentucky'],1921,Indianapolis,2004,,['Saxophonist'],Jimmy Coe
<http://dbpedia.org/resource/Rudy_Williams>,,,,,1909,,1954,,['Saxophonist'],Rudy Williams
<http://dbpedia.org/resource/Larry_Williams>,,,solo_singer,"['Louisiana', 'New_Orleans']",1935,California,1980,"['Funk', 'Rhythm_and_blues', 'Rock_and_roll', 'Soul_music']","['Human_voice', 'Piano']",Larry Williams
<http://dbpedia.org/resource/Russell_Jacquet>,,,,"['St._Martinville,_Louisiana']",1917,Los_Angeles,1990,,['Trumpeter'],Russell Jacquet
<http://dbpedia.org/resource/Lalo_Schifrin>,,,non_vocal_instrumentalist,"['Buenos_Aires', 'Buenos_Aires,_Argentina']",1932,,,"['Bebop', 'Bossa_nova', 'Jazz', 'Rock_music', 'Classical_music']","['Piano', 'keyboards']",Lalo Schifrin
<http://dbpedia.org/resource/Wendell_Logan>,,,,"['Thomson,_Georgia']",1940,Cleveland,2010,,['Jazz'],Wendell Logan
<http://dbpedia.org/resource/Snookum_Russell>,,,,"['Columbia,_South_Carolina']",1913,New_York_City,1981,,['Pianist'],Snookum Russell
<http://dbpedia.org/resource/Butch_Miles>,['Count_Basie_Orchestra'],['Count_Basie_Orchestra'],non_vocal_instrumentalist,,1944,,,['Jazz'],['Drum_kit'],Butch Miles
<http://dbpedia.org/resource/Bobby_Shew>,,,,"['Albuquerque,_New_Mexico']",1941,,,,['Trumpet'],Bobby Shew
<http://dbpedia.org/resource/Jon_Faddis>,,,non_vocal_instrumentalist,"['California', 'Oakland,_California', 'Oakland']",1953,,,"['Bebop', 'Jazz']","['Trumpet', 'Flugelhorn']",Jon Faddis
<http://dbpedia.org/resource/Meade_Lux_Lewis>,,,non_vocal_instrumentalist,"['Chicago', 'Chicago,_Illinois']",1905,Minneapolis,1964,"['Piano_blues', 'Boogie-woogie']",['Piano'],Meade Lux Lewis
<http://dbpedia.org/resource/Cat_Anderson>,"['Duke_Ellington', 'Bill_Berry_(trumpeter)', 'Apollo_Records_(1944)', 'Louie_Bellson', 'All_Life_Records', 'Parker_Records', 'Phillips_Records', 'Strand_Records', 'Unique_Jazz_Records']","['Duke_Ellington', 'Bill_Berry_(trumpeter)', 'Apollo_Records_(1944)', 'Louie_Bellson', 'All_Life_Records', 'Parker_Records', 'Phillips_Records', 'Strand_Records', 'Unique_Jazz_Records']",non_vocal_instrumentalist,"['Greenville,_South_Carolina']",1916,"Norwalk,_California",1981,['Jazz'],['Trumpet'],Cat Anderson
<http://dbpedia.org/resource/Gregg_Bissonette>,"['Electric_Light_Orchestra', 'Ringo_Starr', 'Spinal_Tap_(band)', 'Joe_Satriani', 'David_Lee_Roth', 'Steve_Vai']","['Electric_Light_Orchestra', 'Ringo_Starr', 'Spinal_Tap_(band)', 'Joe_Satriani', 'David_Lee_Roth', 'Steve_Vai']",non_vocal_instrumentalist,['Detroit'],1959,,,"['Jazz', 'Pop_music', 'Rock_music']",['Drummer'],Gregg Bissonette
<http://dbpedia.org/resource/Dave_Weckl>,,,non_vocal_instrumentalist,['St._Louis'],1960,,,"['Post-bop', 'Jazz_fusion']","['Drum_kit', 'Percussion']",Dave Weckl
<http://dbpedia.org/resource/Frank_Rosolino>,,,non_vocal_instrumentalist,"['Detroit', 'Detroit,_Michigan']",1926,"Van_Nuys,_Los_Angeles",1978,['Jazz'],['Trombone'],Frank Rosolino
<http://dbpedia.org/resource/Keely_Smith>,"['Frank_Sinatra', 'Louis_Prima']","['Frank_Sinatra', 'Louis_Prima']",solo_singer,"['Norfolk,_Virginia']",1928,,,"['Jazz', 'Pop_music']",['Human_voice'],Keely Smith
<http://dbpedia.org/resource/Paul_Humphrey>,,,,,1935,,,,['Jazz'],Paul Humphrey
<http://dbpedia.org/resource/Steve_Smith_%28musician%29>,"['Steps_Ahead', 'Mariah_Carey', 'Savage_Garden', 'Montrose_(band)', 'Focus_(band)', 'Journey_(band)', 'Jean-Luc_Ponty', 'Vital_Information', 'The_RD_Crusaders']","['Steps_Ahead', 'Mariah_Carey', 'Savage_Garden', 'Montrose_(band)', 'Focus_(band)', 'Journey_(band)', 'Jean-Luc_Ponty', 'Vital_Information', 'The_RD_Crusaders']",non_vocal_instrumentalist,"['Whitman,_Massachusetts']",1954,,,"['Hard_rock', 'Heavy_metal_music', 'Jazz', 'Jazz_fusion']","['Drum_kit', 'Percussion']",Steve Smith (musician)
<http://dbpedia.org/resource/Don_Abney>,,,non_vocal_instrumentalist,"['Maryland', 'Baltimore']",1923,California,2000,['Jazz'],['Piano'],Don Abney
<http://dbpedia.org/resource/Louis_Prima_Jr>,['The_Witnesses'],['The_Witnesses'],solo_singer,"['Las_Vegas', 'Las_Vegas_Valley']",1965,,,"['Traditional_pop', 'Jazz', 'Rock_music', 'Swing_music']",['Trumpet'],"Louis Prima, Jr."
<http://dbpedia.org/resource/Randy_Brecker>,"['Stanley_Turrentine', 'Gary_Husband', 'Charles_Mingus', 'Frank_Zappa', 'Dire_Straits', 'Chris_Parker_(musician)', 'Blood,_Sweat_&_Tears', 'Bruce_Springsteen', 'Lou_Reed', 'Horace_Silver', 'Jaco_Pastorius', 'Parliament-Funkadelic', 'Billy_Cobham', 'Brecker_Brothers', 'Sandip_Burman']","['Stanley_Turrentine', 'Gary_Husband', 'Charles_Mingus', 'Frank_Zappa', 'Dire_Straits', 'Chris_Parker_(musician)', 'Blood,_Sweat_&_Tears', 'Bruce_Springsteen', 'Lou_Reed', 'Horace_Silver', 'Jaco_Pastorius', 'Parliament-Funkadelic', 'Billy_Cobham', 'Brecker_Brothers', 'Sandip_Burman']",non_vocal_instrumentalist,"['Pennsylvania', 'Cheltenham', 'Cheltenham,_Pennsylvania']",1945,,,"['Funk', 'Jazz', 'Rhythm_and_blues', 'Rock_music', 'Fusion_(music)']","['Trumpet', 'Flugelhorn']",Randy Brecker
<http://dbpedia.org/resource/David_Friedman_%28percussionist%29>,,,,['New_York_City'],1944,,,,['Percussionist'],David Friedman (percussionist)
<http://dbpedia.org/resource/Don_Lamond>,,,non_vocal_instrumentalist,['Oklahoma_City'],1920,"Orlando,_Florida",2003,"['Bebop', 'Jazz', 'Big_band', 'Swing_music']",['Drum_kit'],Don Lamond
<http://dbpedia.org/resource/Frank_Strazzeri>,,,,"['Rochester,_New_York']",1930,"Rochester,_New_York",2014,,['Pianist'],Frank Strazzeri
<http://dbpedia.org/resource/Pat_LaBarbera>,,,non_vocal_instrumentalist,,1944,,,['Jazz'],"['Soprano_saxophone', 'Clarinet', 'Tenor_saxophone']",Pat LaBarbera
<http://dbpedia.org/resource/John_McLaughlin_%28musician%29>,"['Paco_de_Lucía', 'Katia_Labèque', 'Jeff_Beck', 'Zakir_Hussain_(musician)', 'Jimi_Hendrix', 'Miles_Davis', 'Remember_Shakti', 'Tony_Williams_Lifetime', 'Al_Di_Meola', 'Carlos_Santana', 'Mahavishnu_Orchestra', 'Shakti_(band)', 'Joey_DeFrancesco']","['Paco_de_Lucía', 'Katia_Labèque', 'Jeff_Beck', 'Zakir_Hussain_(musician)', 'Jimi_Hendrix', 'Miles_Davis', 'Remember_Shakti', 'Tony_Williams_Lifetime', 'Al_Di_Meola', 'Carlos_Santana', 'Mahavishnu_Orchestra', 'Shakti_(band)', 'Joey_DeFrancesco']",non_vocal_instrumentalist,"['West_Riding_of_Yorkshire', 'Doncaster']",1942,,,"['Progressive_rock', 'World_music', 'Psychedelic_rock', 'Jazz_fusion']","['Gibson_EDS-1275', 'Gibson_L-4', 'Fender_Mustang', 'Abraham_Wechter', 'Gibson_Les_Paul_Custom', 'Ovation_Guitar_Company', 'Gibson_Hummingbird']",John McLaughlin (musician)
<http://dbpedia.org/resource/William_Bell_%28singer%29>,,,solo_singer,"['Memphis,_Tennessee']",1939,,,"['Rhythm_and_blues', 'Soul_music']",['Vocals'],William Bell (singer)
<http://dbpedia.org/resource/Buster_Cooper>,,,,"['St._Petersburg,_Florida']",1929,,2016,,['Cooper'],Buster Cooper
<http://dbpedia.org/resource/Vinnie_Colaiuta>,"['Herbie_Hancock', 'Chick_Corea', 'Jeff_Beck', 'Eric_Clapton', 'Frank_Zappa', 'Megadeth', 'Tal_Wilkenfeld', 'Sting_(musician)', 'Nik_Kershaw', 'Lynda_Thomas', 'Five_Peace_Band']","['Herbie_Hancock', 'Chick_Corea', 'Jeff_Beck', 'Eric_Clapton', 'Frank_Zappa', 'Megadeth', 'Tal_Wilkenfeld', 'Sting_(musician)', 'Nik_Kershaw', 'Lynda_Thomas', 'Five_Peace_Band']",non_vocal_instrumentalist,"['Brownsville,_Pennsylvania']",1956,,,"['Post-bop', 'Funk', 'Heavy_metal_music', 'Jazz', 'Pop_music', 'Rock_music', 'Thrash_metal_music', 'Jazz_fusion']","['Paiste', 'Gretsch_Drums']",Vinnie Colaiuta
<http://dbpedia.org/resource/Clare_Fischer>,"['Prince_(musician)', 'Bud_Shank', 'Cal_Tjader', 'Robert_Palmer_(singer)', ""The_Hi-Lo's""]","['Prince_(musician)', 'Bud_Shank', 'Cal_Tjader', 'Robert_Palmer_(singer)', ""The_Hi-Lo's""]",non_vocal_instrumentalist,"['Michigan', 'Durand,_Michigan']",1928,California,2012,"['Bossa_nova', 'Vocal_music', 'Funk', 'Jazz', 'Pop_music', 'Classical_music', 'Third_stream', 'Jazz_fusion', 'Afro-Cuban_jazz']","['Synthesizer, piano, keyboards, electric piano, alto sax']",Clare Fischer
<http://dbpedia.org/resource/Lou_Levy_%28pianist%29>,['Supersax'],['Supersax'],non_vocal_instrumentalist,['Chicago'],1928,"Dana_Point,_California",2001,['Jazz'],['Piano'],Lou Levy (pianist)
<http://dbpedia.org/resource/Steve_Gadd>,,,non_vocal_instrumentalist,"['Rochester,_New_York', 'Irondequoit,_New_York']",1945,,,"['R&B', 'Post-bop', 'Blues', 'Jazz', 'Rock_music', 'Jazz_fusion']",['* Drums\n* percussion'],Steve Gadd
<http://dbpedia.org/resource/Conte_Candoli>,"['Candoli_Brothers', 'The_Tonight_Show_Band']","['Candoli_Brothers', 'The_Tonight_Show_Band']",non_vocal_instrumentalist,"['Mishawaka,_Indiana']",1927,"Mishawaka,_Indiana",2001,['Jazz'],['Trumpet'],Conte Candoli
<http://dbpedia.org/resource/Blue_Mitchell>,"['Chuck_Willis', 'Earl_Bostic', 'Paul_Williams_(saxophonist)', 'Julian_Cannonball_Adderley', 'Horace_Silver']","['Chuck_Willis', 'Earl_Bostic', 'Paul_Williams_(saxophonist)', 'Julian_Cannonball_Adderley', 'Horace_Silver']",non_vocal_instrumentalist,"['Miami', 'Florida']",1930,California,1979,"['Jazz', 'Soul_jazz', 'Hard_bop']",['Trumpet'],Blue Mitchell
<http://dbpedia.org/resource/Sam_Woodyard>,,,,"['Elizabeth,_New_Jersey']",1925,Paris,1988,,['Woodyard'],Sam Woodyard
<http://dbpedia.org/resource/Emil_Richards>,"['Frank_Sinatra', 'George_Shearing', 'Don_Ellis', 'Paul_Horn_(musician)']","['Frank_Sinatra', 'George_Shearing', 'Don_Ellis', 'Paul_Horn_(musician)']",non_vocal_instrumentalist,"['Hartford,_Connecticut']",1932,,,,"['Drum_kit', 'Percussion_instrument']",Emil Richards
<http://dbpedia.org/resource/Dave_Barbour>,,,non_vocal_instrumentalist,"['New_York_City', 'New_York_(state)', 'Long_Island,_New_York']",1912,"Hollywood,_California",1965,,['Musician'],Dave Barbour
<http://dbpedia.org/resource/Harry_Carney>,['Duke_Ellington'],['Duke_Ellington'],non_vocal_instrumentalist,['Boston'],1910,New_York_City,1974,['Jazz'],"['Bass_clarinet', 'Baritone_saxophone']",Harry Carney
<http://dbpedia.org/resource/Virgil_Donati>,"['U.K.', 'Scott_Henderson', 'Tribal_Tech', 'CAB_(band)', 'Allan_Holdsworth', 'Kazumi_Watanabe', 'Steve_Vai', 'Tony_MacAlpine', 'Derek_Sherinian', 'Michel_Polnareff', 'Planet_X_(band)', 'Southern_Sons', 'Soul_SirkUS']","['U.K.', 'Scott_Henderson', 'Tribal_Tech', 'CAB_(band)', 'Allan_Holdsworth', 'Kazumi_Watanabe', 'Steve_Vai', 'Tony_MacAlpine', 'Derek_Sherinian', 'Michel_Polnareff', 'Planet_X_(band)', 'Southern_Sons', 'Soul_SirkUS']",non_vocal_instrumentalist,"['Melbourne', 'Australia']",1958,,,"['Progressive_metal', 'Jazz_fusion', 'Instrumental_rock']","['Drum_kit', 'Keyboard_instrument']",Virgil Donati
<http://dbpedia.org/resource/Russell_Procope>,,,,['New_York_City'],1908,New_York_City,1981,,,Russell Procope
<http://dbpedia.org/resource/Billy_Cobham>,"['Miles_Davis', 'Mark-Almond', 'Bobby_and_the_Midnites', 'Jack_Bruce', 'Mahavishnu_Orchestra', 'Jazz_Is_Dead', 'New_York_Jazz_Quartet']","['Miles_Davis', 'Mark-Almond', 'Bobby_and_the_Midnites', 'Jack_Bruce', 'Mahavishnu_Orchestra', 'Jazz_Is_Dead', 'New_York_Jazz_Quartet']",non_vocal_instrumentalist,['Panama'],1944,,,"['Jazz-rock', 'Post-bop', 'Jazz', 'Jazz_funk', 'Jazz_fusion']",['Keyboards'],Billy Cobham
<http://dbpedia.org/resource/Bob_Florence>,,,non_vocal_instrumentalist,['Los_Angeles'],1932,"Thousand_Oaks,_California",2008,['Jazz'],['Piano'],Bob Florence
<http://dbpedia.org/resource/Francisco_Aguabella>,,,non_vocal_instrumentalist,"['Matanzas', 'Cuba']",1925,United_States,2010,"['Afro-Cuban_jazz', 'Cuban_rumba', 'Santería']","['Batá_drum', 'Conga']",Francisco Aguabella
<http://dbpedia.org/resource/John_Bunch>,"['Maynard_Ferguson', 'Tony_Bennett', 'Kenny_Davern']","['Maynard_Ferguson', 'Tony_Bennett', 'Kenny_Davern']",non_vocal_instrumentalist,"['Tipton,_Indiana']",1921,Manhattan,2010,['Jazz'],['Piano'],John Bunch
<http://dbpedia.org/resource/Maceo_Parker>,"['Prince_(musician)', 'Parliament_(band)', 'Horny_Horns', 'James_Brown_(musician)', ""The_J.B.'s""]","['Prince_(musician)', 'Parliament_(band)', 'Horny_Horns', 'James_Brown_(musician)', ""The_J.B.'s""]",non_vocal_instrumentalist,"['Kinston,_North_Carolina']",1943,,,"['P-Funk', 'Funk', 'Soul_jazz']","['Flute', 'Saxophone']",Maceo Parker
<http://dbpedia.org/resource/Christian_McBride>,,,non_vocal_instrumentalist,['Philadelphia'],1972,,,"['Jazz', 'Jazz_fusion']","['Bass_guitar', 'Double_bass']",Christian McBride
<http://dbpedia.org/resource/George_Wettling>,,,non_vocal_instrumentalist,"['Topeka,_Kansas']",1907,New_York_City,1968,['Jazz'],['Drummer'],George Wettling
<http://dbpedia.org/resource/Joe_Pass>,"['Ella_Fitzgerald', 'Oscar_Peterson', 'Niels-Henning_Ørsted_Pedersen']","['Ella_Fitzgerald', 'Oscar_Peterson', 'Niels-Henning_Ørsted_Pedersen']",non_vocal_instrumentalist,"['New_Brunswick,_New_Jersey']",1929,Los_Angeles,1994,"['Bebop', 'Jazz']","['Fender_Jazzmaster', 'Ibanez', 'Fender_Jaguar', ""D'Aquisto"", 'Gibson_ES-175']",Joe Pass
<http://dbpedia.org/resource/Earl_Swope>,,,,,1922,,1968,,['Trombonist'],Earl Swope
<http://dbpedia.org/resource/Rex_Stewart>,['Duke_Ellington'],['Duke_Ellington'],non_vocal_instrumentalist,['Philadelphia'],1907,Los_Angeles,1967,['Jazz'],['Cornet'],Rex Stewart
<http://dbpedia.org/resource/Harvey_Mason>,,,,"['Atlantic_City,_New_Jersey']",1947,,,,['Drummer'],Harvey Mason
<http://dbpedia.org/resource/Louis_Prima>,"['Gia_Maione', 'Sam_Butera', 'Keely_Smith']","['Gia_Maione', 'Sam_Butera', 'Keely_Smith']",solo_singer,"['United_States', 'New_Orleans,_Louisiana', 'New_Orleans']",1910,United_States,1978,"['Traditional_pop', 'Jazz', 'Swing_music']","['Human_voice', 'Trumpet']",Louis Prima
<http://dbpedia.org/resource/Louis_Jordan>,['Tympany_Five'],['Tympany_Five'],solo_singer,"['Arkansas', 'Brinkley,_Arkansas']",1908,Los_Angeles,1975,"['Blues', 'Jazz', 'Jump_blues', 'Big_band', 'Swing_music', 'Comedy_music', 'Rhythm_&_blues']","['Alto_saxophone', 'Clarinet', 'Vocals']",Louis Jordan
<http://dbpedia.org/resource/Ed_Thigpen>,,,non_vocal_instrumentalist,['Chicago'],1930,Copenhagen,2010,['Jazz'],"['drums, percussion']",Ed Thigpen
<http://dbpedia.org/resource/Dennis_Chambers>,['Parliament-Funkadelic'],['Parliament-Funkadelic'],non_vocal_instrumentalist,"['Baltimore', 'Baltimore,_Maryland']",1959,,,"['Funk', 'Jazz', 'Jazz_fusion']",['Drums'],Dennis Chambers
<http://dbpedia.org/resource/Buddy_Childers>,"['Stan_Kenton', 'Tommy_Dorsey', 'Woody_Herman']","['Stan_Kenton', 'Tommy_Dorsey', 'Woody_Herman']",non_vocal_instrumentalist,"['St._Louis', 'Belleville,_Illinois']",1926,Los_Angeles,2007,['Jazz'],['Trumpet'],Buddy Childers
<http://dbpedia.org/resource/Steve_Lawrence>,,,solo_singer,"['United_States', 'Brooklyn', 'New_York_City']",1935,,,"['Swing_(genre)', 'Big_band', 'Traditional_pop_music']",['Singer'],Steve Lawrence
<http://dbpedia.org/resource/Mutt_Carey>,,,non_vocal_instrumentalist,"['Louisiana', 'Hahnville,_Louisiana']",1891,California,1948,['Jazz'],['Trumpet'],Mutt Carey
<http://dbpedia.org/resource/Patti_Bown>,,,,['Seattle'],1931,,2008,,['Bown'],Patti Bown
<http://dbpedia.org/resource/Barry_White>,"['Love_Unlimited', 'The_Love_Unlimited_Orchestra', 'Gloria_Scott_(singer)', 'Lisa_Stansfield', 'Gene_Page', 'Danny_Pearson_(musician)']","['Love_Unlimited', 'The_Love_Unlimited_Orchestra', 'Gloria_Scott_(singer)', 'Lisa_Stansfield', 'Gene_Page', 'Danny_Pearson_(musician)']",solo_singer,"['Galveston,_Texas']",1944,California,2003,"['Disco', 'Funk', 'Pop_music', 'Soul_music', 'Rhythm_&_blues']",['Harpsichord'],Barry White
<http://dbpedia.org/resource/John_Clayton_%28bassist%29>,"['Jessica_Molaskey', 'Quincy_Jones', 'Diana_Krall', 'John_Pizzarelli']","['Jessica_Molaskey', 'Quincy_Jones', 'Diana_Krall', 'John_Pizzarelli']",non_vocal_instrumentalist,"['Venice,_Los_Angeles', 'Venice,_California']",1952,,,"['Jazz', 'European_classical_music']",['Double_bass'],John Clayton (bassist)
<http://dbpedia.org/resource/Clora_Bryant>,,,non_vocal_instrumentalist,"['United_States', 'Texas', 'Denison,_Texas']",1927,,,['Jazz'],['Trumpet'],Clora Bryant
<http://dbpedia.org/resource/Billy_Preston>,"['The_Beatles', 'The_Rolling_Stones', 'Eric_Clapton', 'George_Harrison', 'Ringo_Starr_&_His_All-Starr_Band', 'Sly_&_the_Family_Stone', 'Ray_Charles', 'Little_Richard', 'Sam_Cooke', 'King_Curtis', 'Syreeta']","['The_Beatles', 'The_Rolling_Stones', 'Eric_Clapton', 'George_Harrison', 'Ringo_Starr_&_His_All-Starr_Band', 'Sly_&_the_Family_Stone', 'Ray_Charles', 'Little_Richard', 'Sam_Cooke', 'King_Curtis', 'Syreeta']",solo_singer,['Houston'],1946,"Scottsdale,_Arizona",2006,"['Gospel_music', 'Funk', 'Rhythm_and_blues', 'Rock_music', 'Soul_music']","['Rhodes_piano', 'Hammond_organ', 'Singing', 'Baldwin_Piano_Company', 'Rocky_Mount_Instruments', 'Clavinet']",Billy Preston
<http://dbpedia.org/resource/Cool_C>,['C.E.B.'],['C.E.B.'],solo_singer,,1969,,,"['East_Coast_hip_hop', 'Hardcore_hip_hop', 'Golden_age_hip_hop']",['Rapper'],Cool C
<http://dbpedia.org/resource/Quentin_Jackson>,,,,"['Springfield,_Ohio']",1909,New_York_City,1976,,['Trombonist'],Quentin Jackson
<http://dbpedia.org/resource/Les_Spann>,,,,"['Pine_Bluff,_Arkansas']",1932,,1989,,,Les Spann
<http://dbpedia.org/resource/Alan_Kay>,,,,"['Springfield,_Massachusetts']",1940,,,,['Scientist'],Alan Kay
<http://dbpedia.org/resource/Marvin_Gaye>,"['Tammi_Terrell', 'Kim_Weston', 'Diana_Ross', 'Harvey_Fuqua', 'Mary_Wells']","['Tammi_Terrell', 'Kim_Weston', 'Diana_Ross', 'Harvey_Fuqua', 'Mary_Wells']",solo_singer,"['Washington,_D.C.']",1939,California,1984,"['Psychedelic_soul', 'Funk', 'Jazz', 'Pop_music', 'Rhythm_and_blues', 'Soul_music']","['Vocals', 'keyboard', 'percussion', 'piano', 'synthesizer', 'drums']",Marvin Gaye
<http://dbpedia.org/resource/Billy_Byers>,,,,['Los_Angeles'],1927,"Malibu,_California",1996,,['Trombonist'],Billy Byers
<http://dbpedia.org/resource/Joey_DeFrancesco>,"['Miles_Davis', 'Jimmy_Smith_(musician)', 'John_DeFrancesco']","['Miles_Davis', 'Jimmy_Smith_(musician)', 'John_DeFrancesco']",non_vocal_instrumentalist,"['Springfield_Township,_Delaware_County,_Pennsylvania']",1971,,,"['Bebop', 'Jazz']",['Hammond_organ'],Joey DeFrancesco
<http://dbpedia.org/resource/Michael_Cain>,,,,,1966,,,,['Pianist'],Michael Cain
<http://dbpedia.org/resource/Herb_Pomeroy>,['Charlie_Parker'],['Charlie_Parker'],non_vocal_instrumentalist,"['Gloucester,_Massachusetts']",1930,"Gloucester,_Massachusetts",2007,['Jazz'],"['Trumpet', 'Flugelhorn']",Herb Pomeroy
<http://dbpedia.org/resource/Jerry_Hey>,,,,,1950,,,,['Trumpeter'],Jerry Hey
<http://dbpedia.org/resource/Tommy_Mottola>,,,,"['United_States', 'The_Bronx', 'New_York_City', 'New_York_(state)']",1949,,,,['Executive'],Tommy Mottola
<http://dbpedia.org/resource/Floyd_Smith_%28musician%29>,"['Wild_Bill_Davis', 'Loleatta_Holloway', 'Bill_Doggett', 'Andy_Kirk_(musician)']","['Wild_Bill_Davis', 'Loleatta_Holloway', 'Bill_Doggett', 'Andy_Kirk_(musician)']",non_vocal_instrumentalist,"['St._Louis', 'St._Louis,_Missouri']",1917,Indianapolis,1982,"['R&B', 'Jazz']",['Guitar'],Floyd Smith (musician)
<http://dbpedia.org/resource/Ray_Copeland>,,,,"['Harrison,_Arkansas']",1921,,,,,Ray and Faye Copeland
<http://dbpedia.org/resource/John_Clark_%28musician%29>,,,non_vocal_instrumentalist,"['Brooklyn', 'New_York_(state)']",1944,,,['Jazz'],['French_horn'],John Clark (musician)
<http://dbpedia.org/resource/Frank_Rehak>,,,,['New_York_City'],1926,California,1987,,['Rehák'],Frank Rehak
<http://dbpedia.org/resource/Sam_Jones_%28musician%29>,"['Dizzy_Gillespie', 'Cannonball_Adderley', 'Kenny_Burrell', 'Lou_Donaldson', 'Oscar_Peterson', 'Cedar_Walton', 'Bobby_Timmons', 'Thelonious_Monk', 'Kenny_Dorham', 'Bill_Evans', 'Freddie_Hubbard', 'Tiny_Bradshaw', 'Al_Cohn', 'Illinois_Jacquet', 'Nat_Adderley']","['Dizzy_Gillespie', 'Cannonball_Adderley', 'Kenny_Burrell', 'Lou_Donaldson', 'Oscar_Peterson', 'Cedar_Walton', 'Bobby_Timmons', 'Thelonious_Monk', 'Kenny_Dorham', 'Bill_Evans', 'Freddie_Hubbard', 'Tiny_Bradshaw', 'Al_Cohn', 'Illinois_Jacquet', 'Nat_Adderley']",non_vocal_instrumentalist,"['United_States', 'Jacksonville,_Florida', 'Florida', 'Jacksonville']",1924,New_York_City,1981,['Jazz'],"['Cello', 'Double_bass']",Sam Jones (musician)
<http://dbpedia.org/resource/Specs_Wright>,,,,['Philadelphia'],1927,Philadelphia,1963,,['Drummer'],Specs Wright
<http://dbpedia.org/resource/Britt_Woodman>,,,,['Los_Angeles'],1920,"Hawthorne,_California",2000,,['Trombonist'],Britt Woodman
<http://dbpedia.org/resource/Major_Holley>,,,,['Detroit'],1924,"Maplewood,_New_Jersey",1990,,['Holley'],Major Holley
<http://dbpedia.org/resource/Gloria_Lynne>,,,solo_singer,"['Harlem', 'New_York_City']",1929,"Newark,_New_Jersey",2013,,['Singing'],Gloria Lynne
<http://dbpedia.org/resource/Bardu_Ali>,['Chick_Webb'],['Chick_Webb'],solo_singer,,1906,,1981,['Jazz'],['Guitar'],Bardu Ali
<http://dbpedia.org/resource/Willie_Cook>,,,,"['Tangipahoa,_Louisiana']",1923,Stockholm,2000,,['Cook'],Willie Cook
