,Artiste1,Artiste2
1581,Dave Brubeck,Eugene Wright
1582,Dave Brubeck,Chris Brubeck
1583,Dave Brubeck,Tal Farlow
1584,Dave Brubeck,Barry Ulanov
1585,Dave Brubeck,Duke Ellington
1586,Bob Haggart,Coleman Hawkins
1587,Bob Haggart,George Masso
1588,Bob Haggart,Jack Teagarden
1589,Bob Haggart,Howard Alden
1590,Bob Haggart,Lester Young
1591,Bob Haggart,Pops Foster
1592,Bob Haggart,Chu Berry
1593,Bob Haggart,Oscar Peterson
1594,Bob Haggart,Jake Hanna
1595,Bob Haggart,Milt Hinton
1596,Bob Haggart,Dizzy Gillespie
1597,Bob Haggart,That 1 Guy
1598,Bob Haggart,Kenny Davern
1599,Bob Haggart,Flip Phillips
1600,Bob Haggart,Yank Lawson
1601,Bob Haggart,Cab Calloway
1602,Bob Haggart,Dan Barrett (musician)
1603,Bob Haggart,George Van Eps
1604,Bob Haggart,Red Nichols
1605,Bob Haggart,Steve Brown (musician)
1606,Bob Haggart,Louis Armstrong
1607,Bob Haggart,Tommy Dorsey
1608,Bob Haggart,Scott LaFaro
1609,Bob Haggart,Ralph Sutton
1610,Bob Haggart,Bobby Hackett
1611,Bob Haggart,Ray Brown (musician)
1612,Bob Haggart,Artie Bernstein
1613,Bob Haggart,Matty Matlock
1614,Bob Haggart,Tex Beneke
1615,Bob Haggart,Jimmy Dorsey
1616,Bob Haggart,Artie Shaw
1617,Bob Haggart,Ken Peplowski
1618,Bob Haggart,Benny Goodman
1619,Bob Haggart,Bill Evans
1620,Bob Haggart,Glenn Miller
1621,Bob Haggart,Ray Bauduc
1622,Bob Haggart,Eddie Miller (jazz saxophonist)
1623,Jimmy Scott,
1624,Jimmy Scott,Quincy Jones
1625,Jimmy Scott,Nat King Cole
1626,Jimmy Scott,Big Maybelle
1627,Jimmy Scott,Billie Holiday
1628,Jimmy Scott,Little Willie John
1629,Jimmy Scott,Ella Fitzgerald
1630,Jimmy Scott,Lester Young
1631,Jimmy Scott,Little Willie Littlefield
1632,Jimmy Scott,Dexter Gordon
1633,Jimmy Scott,Nancy Wilson (jazz singer)
1634,Jimmy Scott,Dizzy Gillespie
1635,Jimmy Scott,Illinois Jacquet
1636,Jimmy Scott,Lionel Hampton
1637,Jimmy Scott,Charlie Parker
1638,Jimmy Scott,Cab Calloway
1639,Jimmy Scott,Oh No (musician)
1640,Jimmy Scott,Seymour Stein
1641,Jimmy Scott,Fred Mendelsohn
1642,Jimmy Scott,Mary Ann McCall
1643,Jimmy Scott,Clyde McPhatter
1644,Jimmy Scott,Mary Ann Redmond
1645,Jimmy Scott,Billy Eckstine
1646,Jimmy Scott,Louis Armstrong
1647,Jimmy Scott,Tommy Dorsey
1648,Jimmy Scott,Earl Hines
1649,Jimmy Scott,Jimmie Lunceford
1650,Jimmy Scott,Scott LaFaro
1651,Jimmy Scott,Benny Carter
1652,Jimmy Scott,Gerald Wilson
1653,Jimmy Scott,Marty Paich
1654,Jimmy Scott,Betty Carter
1655,Jimmy Scott,Sarah Vaughan
1656,Jimmy Scott,Benny Goodman
1657,Jimmy Scott,Julie London
1658,Jimmy Scott,Count Basie
1659,Jimmy Scott,Tadd Dameron
1660,Jimmy Scott,Jim Scott (musician)
1661,Jimmy Scott,Wynonie Harris
1662,Jimmy Scott,Dinah Washington
1663,J. J. Johnson,John Lewis (pianist)
1664,J. J. Johnson,Shadow Wilson
1665,J. J. Johnson,Les McCann
1666,J. J. Johnson,Alton Moore
1667,J. J. Johnson,Quincy Jones
1668,J. J. Johnson,Coleman Hawkins
1669,J. J. Johnson,Bud Powell
1670,J. J. Johnson,Nat King Cole
1671,J. J. Johnson,Erskine Hawkins
1672,J. J. Johnson,Charlie Christian
1673,J. J. Johnson,Stan Getz
1674,J. J. Johnson,Joe Henderson
1675,J. J. Johnson,Gene Harris
1676,J. J. Johnson,Lucky Thompson
1677,J. J. Johnson,Ted Dunbar
1678,J. J. Johnson,Rufus Reid
1679,J. J. Johnson,Tommy Newsom
1680,J. J. Johnson,The King Sisters
1681,J. J. Johnson,Leo Parker
1682,J. J. Johnson,Neal Hefti
1683,J. J. Johnson,Jimmy Cobb
1684,J. J. Johnson,Stan Kenton
1685,J. J. Johnson,Earl Coleman (singer)
1686,J. J. Johnson,Oscar Pettiford
1687,J. J. Johnson,Roy Eldridge
1688,J. J. Johnson,Michael Brecker
1689,J. J. Johnson,Tom Gullion
1690,J. J. Johnson,Clifford Jordan
1691,J. J. Johnson,Snooky Young
1692,J. J. Johnson,Freddie Hubbard
1693,J. J. Johnson,Lester Young
1694,J. J. Johnson,Phil Wilson (trombonist)
1695,J. J. Johnson,Lee Young
1696,J. J. Johnson,Sonny Stitt
1697,J. J. Johnson,John Coltrane
1698,J. J. Johnson,Walter Bishop Jr.
1699,J. J. Johnson,Art Farmer
1700,J. J. Johnson,Cecil Payne
1701,J. J. Johnson,Fred Beckett
1702,J. J. Johnson,Wynton Kelly
1703,J. J. Johnson,Kai Winding
1704,J. J. Johnson,Nathan Davis (saxophonist)
1705,J. J. Johnson,Jackie McLean
1706,J. J. Johnson,Bill Harris (musician)
1707,J. J. Johnson,Jamey Aebersold
1708,J. J. Johnson,Bennie Green
1709,J. J. Johnson,Percy Heath
1710,J. J. Johnson,Oscar Peterson
1711,J. J. Johnson,Norman Granz
1712,J. J. Johnson,Jay Johnson (singer)
1713,J. J. Johnson,Milt Jackson
1714,J. J. Johnson,Tommy Potter
1715,J. J. Johnson,Freddie Webster
1716,J. J. Johnson,John Carisi
1717,J. J. Johnson,Gunther Schuller
1718,J. J. Johnson,Harold Land
1719,J. J. Johnson,Hank Mobley
1720,J. J. Johnson,Miles Davis
1721,J. J. Johnson,Bill Berg (musician)
1722,J. J. Johnson,Dizzy Gillespie
1723,J. J. Johnson,Benny Golson
1724,J. J. Johnson,Budd Johnson
1725,J. J. Johnson,Illinois Jacquet
1726,J. J. Johnson,Ron Carter
1727,J. J. Johnson,Lionel Hampton
1728,J. J. Johnson,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
1729,J. J. Johnson,David Baker (composer)
1730,J. J. Johnson,Charlie Parker
1731,J. J. Johnson,Bobby Troup
1732,J. J. Johnson,Kenny Clarke
1733,J. J. Johnson,Julius Watkins
1734,J. J. Johnson,Flip Phillips
1735,J. J. Johnson,Lennie Tristano
1736,J. J. Johnson,Sammy Davis Jr.
1737,J. J. Johnson,Red Garland
1738,J. J. Johnson,Jimmy Coe
1739,J. J. Johnson,Horace Silver
1740,J. J. Johnson,Max Roach
1741,J. J. Johnson,Rudy Williams
1742,J. J. Johnson,Charlie Shavers
1743,J. J. Johnson,Wes Montgomery
1744,J. J. Johnson,Larry Williams
1745,J. J. Johnson,Oh No (musician)
1746,J. J. Johnson,Russell Jacquet
1747,J. J. Johnson,Woody Herman
1748,J. J. Johnson,Sy Oliver
1749,J. J. Johnson,Charles Mingus
1750,J. J. Johnson,Mary Ann McCall
1751,J. J. Johnson,Mary Lou Williams
1752,J. J. Johnson,Lalo Schifrin
1753,J. J. Johnson,Mary Ann Redmond
1754,J. J. Johnson,Tommy Dorsey
1755,J. J. Johnson,Thelonious Monk
1756,J. J. Johnson,Trummy Young
1757,J. J. Johnson,Art Blakey
1758,J. J. Johnson,Lena Horne
1759,J. J. Johnson,Benny Carter
1760,J. J. Johnson,Jay McShann
1761,J. J. Johnson,Philly Joe Jones
1762,J. J. Johnson,Cedar Walton
1763,J. J. Johnson,Ray Brown (musician)
1764,J. J. Johnson,Oliver Nelson
1765,J. J. Johnson,Tiny Bradshaw
1766,J. J. Johnson,Don Byas
1767,J. J. Johnson,Bob Brookmeyer
1768,J. J. Johnson,Joe Newman (trumpeter)
1769,J. J. Johnson,Clark Terry
1770,J. J. Johnson,Clifford Brown
1771,J. J. Johnson,George Russell (composer)
1772,J. J. Johnson,Nat Adderley
1773,J. J. Johnson,John Kirby (musician)
1774,J. J. Johnson,Abbey Lincoln
1775,J. J. Johnson,Fats Navarro
1776,J. J. Johnson,Slide Hampton
1777,J. J. Johnson,Glenn Miller
1778,J. J. Johnson,Count Basie
1779,J. J. Johnson,Tadd Dameron
1780,J. J. Johnson,Shirley Horn
1781,J. J. Johnson,Gigi Gryce
1782,J. J. Johnson,Connie Kay
1783,J. J. Johnson,Terence Blanchard
1784,J. J. Johnson,Babs Gonzales
1785,J. J. Johnson,Earl Bostic
1786,J. J. Johnson,Wendell Logan
1787,J. J. Johnson,Jo Jones
1788,J. J. Johnson,Harry Edison
1789,J. J. Johnson,Snookum Russell
1790,J. J. Johnson,Duke Ellington
1791,Louie Bellson,Ray McKinley
1792,Louie Bellson,Art Tatum
1793,Louie Bellson,Butch Miles
1794,Louie Bellson,Bobby Shew
1795,Louie Bellson,Shadow Wilson
1796,Louie Bellson,Gus Johnson (jazz musician)
1797,Louie Bellson,Jon Faddis
1798,Louie Bellson,Quincy Jones
1799,Louie Bellson,Ed Shaughnessy
1800,Louie Bellson,Meade Lux Lewis
1801,Louie Bellson,Coleman Hawkins
1802,Louie Bellson,Nat King Cole
1803,Louie Bellson,Charlie Christian
1804,Louie Bellson,Stan Getz
1805,Louie Bellson,Sonny Greer
1806,Louie Bellson,The Mighty Hannibal
1807,Louie Bellson,Bing Crosby
1808,Louie Bellson,Cat Anderson
1809,Louie Bellson,Gregg Bissonette
1810,Louie Bellson,Zutty Singleton
1811,Louie Bellson,Cozy Cole
1812,Louie Bellson,Tommy Newsom
1813,Louie Bellson,Dave Weckl
1814,Louie Bellson,Frank Rosolino
1815,Louie Bellson,Neal Hefti
1816,Louie Bellson,Keely Smith
1817,Louie Bellson,Barry Harris
1818,Louie Bellson,Stan Kenton
1819,Louie Bellson,Paul Humphrey
1820,Louie Bellson,Oscar Pettiford
1821,Louie Bellson,Roy Eldridge
1822,Louie Bellson,Tricky Sam Nanton
1823,Louie Bellson,Alan Dawson
1824,Louie Bellson,Erroll Garner
1825,Louie Bellson,Michael Brecker
1826,Louie Bellson,Steve Smith (musician)
1827,Louie Bellson,Paul Barbarin
1828,Louie Bellson,Don Abney
1829,Louie Bellson,Snooky Young
1830,Louie Bellson,Howard Johnson (jazz musician)
1831,Louie Bellson,Ella Fitzgerald
1832,Louie Bellson,Benny Bailey
1833,Louie Bellson,Jimmy Crawford (drummer)
1834,Louie Bellson,Lester Young
1835,Louie Bellson,Thad Jones
1836,Louie Bellson,Ben Webster
1837,Louie Bellson,Chick Webb
1838,Louie Bellson,John Coltrane
1839,Louie Bellson,"Louis Prima, Jr."
1840,Louie Bellson,Randy Brecker
1841,Louie Bellson,David Friedman (percussionist)
1842,Louie Bellson,Stan Levey
1843,Louie Bellson,Sam Rivers
1844,Louie Bellson,Frank Wess
1845,Louie Bellson,J. C. Johnson
1846,Louie Bellson,Joe Williams (jazz singer)
1847,Louie Bellson,Don Lamond
1848,Louie Bellson,Joe Morello
1849,Louie Bellson,Oscar Peterson
1850,Louie Bellson,Norman Granz
1851,Louie Bellson,Frank Strazzeri
1852,Louie Bellson,Jimmy Hamilton
1853,Louie Bellson,Pat LaBarbera
1854,Louie Bellson,John McLaughlin (musician)
1855,Louie Bellson,Butch Ballard
1856,Louie Bellson,Milt Jackson
1857,Louie Bellson,William Bell (singer)
1858,Louie Bellson,Buster Cooper
1859,Louie Bellson,Terry Gibbs
1860,Louie Bellson,Johnny Coles
1861,Louie Bellson,Vinnie Colaiuta
1862,Louie Bellson,Clare Fischer
1863,Louie Bellson,Jeff Hamilton (drummer)
1864,Louie Bellson,Mel Powell
1865,Louie Bellson,"http://dbpedia.org/resource/James_""Bubber""_Miley"
1866,Louie Bellson,Ray Brown Jr.
1867,Louie Bellson,Dee Dee Bridgewater
1868,Louie Bellson,Milt Hinton
1869,Louie Bellson,Al Grey
1870,Louie Bellson,Frank Foster (musician)
1871,Louie Bellson,Dizzy Gillespie
1872,Louie Bellson,That 1 Guy
1873,Louie Bellson,Lou Levy (pianist)
1874,Louie Bellson,Peggy Lee
1875,Louie Bellson,Ron Carter
1876,Louie Bellson,Lionel Hampton
1877,Louie Bellson,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
1878,Louie Bellson,Gene Krupa
1879,Louie Bellson,Charlie Parker
1880,Louie Bellson,Steve Gadd
1881,Louie Bellson,Charlie Barnet
1882,Louie Bellson,Conte Candoli
1883,Louie Bellson,Kenny Clarke
1884,Louie Bellson,Ray Nance
1885,Louie Bellson,Cab Calloway
1886,Louie Bellson,Blue Mitchell
1887,Louie Bellson,Jimmy Cleveland
1888,Louie Bellson,Sam Woodyard
1889,Louie Bellson,Max Roach
1890,Louie Bellson,Al Jolson
1891,Louie Bellson,Elvin Jones
1892,Louie Bellson,Emil Richards
1893,Louie Bellson,Charlie Shavers
1894,Louie Bellson,Zoot Sims
1895,Louie Bellson,Dave Barbour
1896,Louie Bellson,Mel Lewis
1897,Louie Bellson,Shelly Manne
1898,Louie Bellson,Harry James
1899,Louie Bellson,Harry Carney
1900,Louie Bellson,Virgil Donati
1901,Louie Bellson,Dave Tough
1902,Louie Bellson,Buddy DeFranco
1903,Louie Bellson,Woody Herman
1904,Louie Bellson,Fletcher Henderson
1905,Louie Bellson,Mickey Roker
1906,Louie Bellson,Freddie Green
1907,Louie Bellson,Louis Armstrong
1908,Louie Bellson,Tommy Dorsey
1909,Louie Bellson,Russell Procope
1910,Louie Bellson,Billy Cobham
1911,Louie Bellson,Bob Florence
1912,Louie Bellson,Art Blakey
1913,Louie Bellson,Jimmie Lunceford
1914,Louie Bellson,Francisco Aguabella
1915,Louie Bellson,Benny Carter
1916,Louie Bellson,Tony Bennett
1917,Louie Bellson,George Duvivier
1918,Louie Bellson,Philly Joe Jones
1919,Louie Bellson,Teddy Wilson
1920,Louie Bellson,Ray Brown (musician)
1921,Louie Bellson,Oliver Nelson
1922,Louie Bellson,Barney Bigard
1923,Louie Bellson,Buddy Rich
1924,Louie Bellson,Johnny Hodges
1925,Louie Bellson,Billy Strayhorn
1926,Louie Bellson,Don Redman
1927,Louie Bellson,Clark Terry
1928,Louie Bellson,John Bunch
1929,Louie Bellson,J. C. Higginbotham
1930,Louie Bellson,Maceo Parker
1931,Louie Bellson,Christian McBride
1932,Louie Bellson,John Kirby (musician)
1933,Louie Bellson,Johnny Hartman
1934,Louie Bellson,Ethel Waters
1935,Louie Bellson,Artie Shaw
1936,Louie Bellson,George Wettling
1937,Louie Bellson,Sarah Vaughan
1938,Louie Bellson,Joe Pass
1939,Louie Bellson,Benny Goodman
1940,Louie Bellson,Earl Swope
1941,Louie Bellson,Rex Stewart
1942,Louie Bellson,Glenn Miller
1943,Louie Bellson,Count Basie
1944,Louie Bellson,Nicholas Payton
1945,Louie Bellson,Bob Cranshaw
1946,Louie Bellson,Harvey Mason
1947,Louie Bellson,Paul Gonsalves
1948,Louie Bellson,Baby Dodds
1949,Louie Bellson,J. C. Heard
1950,Louie Bellson,Mills Brothers
1951,Louie Bellson,Herb Jeffries
1952,Louie Bellson,Roy Haynes
1953,Louie Bellson,Louis Prima
1954,Louie Bellson,Sid Catlett
1955,Louie Bellson,Louis Jordan
1956,Louie Bellson,Lawrence Brown (jazz trombonist)
1957,Louie Bellson,Ed Thigpen
1958,Louie Bellson,Dennis Chambers
1959,Louie Bellson,Jo Jones
1960,Louie Bellson,Buddy Childers
1961,Louie Bellson,Jon B.
1962,Louie Bellson,Anthony Williams
1963,Louie Bellson,Harry Edison
1964,Louie Bellson,Duke Ellington
1965,Quincy Jones,Al Jarreau
1966,Quincy Jones,Pee Wee Kirkland
1967,Quincy Jones,John Lewis (pianist)
1968,Quincy Jones,Sidney Bechet
1969,Quincy Jones,Charlie Christian
1970,Quincy Jones,Steve Lawrence
1971,Quincy Jones,Mutt Carey
1972,Quincy Jones,Billie Holiday
1973,Quincy Jones,Patti Bown
1974,Quincy Jones,Barry White
1975,Quincy Jones,Benny Bailey
1976,Quincy Jones,Ben Webster
1977,Quincy Jones,John Coltrane
1978,Quincy Jones,Art Farmer
1979,Quincy Jones,Jerome Richardson
1980,Quincy Jones,Pee Wee Russell
1981,Quincy Jones,Joe Williams (jazz singer)
1982,Quincy Jones,John Clayton (bassist)
1983,Quincy Jones,Clora Bryant
1984,Quincy Jones,Billy Preston
1985,Quincy Jones,J. J. Johnson
1986,Quincy Jones,Pee Wee Moore
1987,Quincy Jones,Johnny Williams (drummer)
1988,Quincy Jones,Cool C
1989,Quincy Jones,Hank Jones
1990,Quincy Jones,Miles Davis
1991,Quincy Jones,Quentin Jackson
1992,Quincy Jones,Frank Sinatra
1993,Quincy Jones,That 1 Guy
1994,Quincy Jones,Benny Golson
1995,Quincy Jones,Les Spann
1996,Quincy Jones,Alan Kay
1997,Quincy Jones,Peggy Lee
1998,Quincy Jones,Marvin Gaye
1999,Quincy Jones,Lionel Hampton
2000,Quincy Jones,David Baker (composer)
2001,Quincy Jones,Charlie Parker
2002,Quincy Jones,Julius Watkins
2003,Quincy Jones,Sammy Davis Jr.
2004,Quincy Jones,Jimmy Cleveland
2005,Quincy Jones,Max Roach
2006,Quincy Jones,James Moody (saxophonist)
2007,Quincy Jones,Billy Byers
2008,Quincy Jones,Bill Johnson (reed player)
2009,Quincy Jones,Larry Williams
2010,Quincy Jones,Joey DeFrancesco
2011,Quincy Jones,Kid Ory
2012,Quincy Jones,Billy Eckstine
2013,Quincy Jones,Louis Armstrong
2014,Quincy Jones,Michael Cain
2015,Quincy Jones,Jimmie Lunceford
2016,Quincy Jones,Herb Pomeroy
2017,Quincy Jones,Lena Horne
2018,Quincy Jones,Benny Carter
2019,Quincy Jones,Tony Bennett
2020,Quincy Jones,Stevie Wonder
2021,Quincy Jones,Tiny Bradshaw
2022,Quincy Jones,Clark Terry
2023,Quincy Jones,Clifford Brown
2024,Quincy Jones,Jerry Hey
2025,Quincy Jones,Tommy Mottola
2026,Quincy Jones,Sarah Vaughan
2027,Quincy Jones,Count Basie
2028,Quincy Jones,Tadd Dameron
2029,Quincy Jones,Harvey Mason
2030,Quincy Jones,Herbie Hancock
2031,Quincy Jones,Monk Montgomery
2032,Quincy Jones,Billy Taylor (jazz bassist)
2033,Quincy Jones,Gigi Gryce
2034,Quincy Jones,"http://dbpedia.org/resource/Alfred_""Pee_Wee""_Ellis"
2035,Quincy Jones,Phil Woods
2036,Quincy Jones,Pee Wee Erwin
2037,Quincy Jones,Dinah Washington
2038,Quincy Jones,Jo Jones
2039,Quincy Jones,Jon B.
2040,Quincy Jones,Floyd Smith (musician)
2041,Quincy Jones,Duke Ellington
2042,Melba Liston,John Lewis (pianist)
2043,Melba Liston,Johnny Griffin
2044,Melba Liston,Benny Powell
2045,Melba Liston,Jon Faddis
2046,Melba Liston,Quincy Jones
2047,Melba Liston,Ray and Faye Copeland
2048,Melba Liston,John Clark (musician)
2049,Melba Liston,Randy Weston
2050,Melba Liston,Billie Holiday
2051,Melba Liston,Ben Webster
2052,Melba Liston,Chick Webb
2053,Melba Liston,John Coltrane
2054,Melba Liston,Frank Rehak
2055,Melba Liston,Wynton Kelly
2056,Melba Liston,Diana Ross
2057,Melba Liston,Sam Jones (musician)
2058,Melba Liston,Hale Smith
2059,Melba Liston,Bennie Green
2060,Melba Liston,Clora Bryant
2061,Melba Liston,Wayne Shorter
2062,Melba Liston,Dexter Gordon
2063,Melba Liston,Al McKibbon
2064,Melba Liston,Al Grey
2065,Melba Liston,Frank Foster (musician)
2066,Melba Liston,Dizzy Gillespie
2067,Melba Liston,Benny Golson
2068,Melba Liston,Budd Johnson
2069,Melba Liston,Vi Redd
2070,Melba Liston,Cab Calloway
2071,Melba Liston,Elvin Jones
2072,Melba Liston,Specs Wright
2073,Melba Liston,South Park Mexican
2074,Melba Liston,Britt Woodman
2075,Melba Liston,Charles Mingus
2076,Melba Liston,Major Holley
2077,Melba Liston,Gloria Lynne
2078,Melba Liston,Billy Eckstine
2079,Melba Liston,Tommy Dorsey
2080,Melba Liston,Thelonious Monk
2081,Melba Liston,Jimmie Lunceford
2082,Melba Liston,Oliver Nelson
2083,Melba Liston,Gerald Wilson
2084,Melba Liston,Billy Mitchell (jazz musician)
2085,Melba Liston,Abbey Lincoln
2086,Melba Liston,Slide Hampton
2087,Melba Liston,Bardu Ali
2088,Melba Liston,Count Basie
2089,Melba Liston,Lucky Millinder
2090,Melba Liston,Herb Jeffries
2091,Melba Liston,John Collins (jazz guitarist)
2092,Melba Liston,Ernie Henry
2093,Melba Liston,Dinah Washington
2094,Melba Liston,Willie Cook
2095,Roy Haynes,Art Tatum
2096,Roy Haynes,Branford Marsalis
2097,Roy Haynes,Shadow Wilson
2098,Roy Haynes,Johnny Griffin
2099,Roy Haynes,Ronnell Bright
2100,Roy Haynes,Quincy Jones
2101,Roy Haynes,Eric Dolphy
2102,Roy Haynes,Coleman Hawkins
2103,Roy Haynes,Bud Powell
2104,Roy Haynes,Erskine Hawkins
2105,Roy Haynes,Sadik Hakim
2106,Roy Haynes,Sidney Bechet
2107,Roy Haynes,Charlie Christian
2108,Roy Haynes,Stan Getz
2109,Roy Haynes,Sonny Greer
2110,Roy Haynes,Bunk Johnson
2111,Roy Haynes,Bing Crosby
2112,Roy Haynes,Joe Henderson
2113,Roy Haynes,Cat Anderson
2114,Roy Haynes,Cozy Cole
2115,Roy Haynes,Dave Weckl
2116,Roy Haynes,Alan Dawson
2117,Roy Haynes,Billie Holiday
2118,Roy Haynes,Luis Russell
2119,Roy Haynes,Arvell Shaw
2120,Roy Haynes,Ella Fitzgerald
2121,Roy Haynes,Lester Young
2122,Roy Haynes,Thad Jones
2123,Roy Haynes,Lee Young
2124,Roy Haynes,Sonny Stitt
2125,Roy Haynes,Kansas Fields
2126,Roy Haynes,Chick Webb
2127,Roy Haynes,John Coltrane
2128,Roy Haynes,Donald Harrison
2129,Roy Haynes,Charles Sullivan (musician)
2130,Roy Haynes,Pops Foster
2131,Roy Haynes,Kai Winding
2132,Roy Haynes,Tom Brown (trombonist)
2133,Roy Haynes,Sam Rivers
2134,Roy Haynes,Panama Francis
2135,Roy Haynes,Norman Granz
2136,Roy Haynes,Charlie Holmes
2137,Roy Haynes,Tommy Potter
2138,Roy Haynes,Kenny Dorham
2139,Roy Haynes,Wayne Shorter
2140,Roy Haynes,Archie Shepp
2141,Roy Haynes,Kenny Burrell
2142,Roy Haynes,Hank Jones
2143,Roy Haynes,Miles Davis
2144,Roy Haynes,Dizzy Gillespie
2145,Roy Haynes,Bob Shad
2146,Roy Haynes,That 1 Guy
2147,Roy Haynes,Don Braden
2148,Roy Haynes,Gary Burton
2149,Roy Haynes,Louie Bellson
2150,Roy Haynes,Red Rodney
2151,Roy Haynes,Red Allen (bluegrass)
2152,Roy Haynes,Howard McGhee
2153,Roy Haynes,Jack DeJohnette
2154,Roy Haynes,Gene Krupa
2155,Roy Haynes,Al Haig
2156,Roy Haynes,Andrew Cyrille
2157,Roy Haynes,Stanley Cowell
2158,Roy Haynes,Charlie Parker
2159,Roy Haynes,Steve Gadd
2160,Roy Haynes,Kenny Clarke
2161,Roy Haynes,Art Taylor
2162,Roy Haynes,Joe Benjamin
2163,Roy Haynes,Bobby Donaldson
2164,Roy Haynes,Cab Calloway
2165,Roy Haynes,Sam Woodyard
2166,Roy Haynes,Sun Ra
2167,Roy Haynes,Max Roach
2168,Roy Haynes,Dorothy Donegan
2169,Roy Haynes,Shelly Manne
2170,Roy Haynes,Harry Carney
2171,Roy Haynes,Fletcher Henderson
2172,Roy Haynes,McCoy Tyner
2173,Roy Haynes,Gloria Lynne
2174,Roy Haynes,Louis Armstrong
2175,Roy Haynes,Billy Higgins
2176,Roy Haynes,Pat Metheny
2177,Roy Haynes,George Treadwell
2178,Roy Haynes,Billy Cobham
2179,Roy Haynes,Thelonious Monk
2180,Roy Haynes,Jimmy Garrison
2181,Roy Haynes,Earl Hines
2182,Roy Haynes,Art Blakey
2183,Roy Haynes,Jimmie Lunceford
2184,Roy Haynes,Nelson Boyd
2185,Roy Haynes,Rashied Ali
2186,Roy Haynes,Frank Strozier
2187,Roy Haynes,Peter Erskine
2188,Roy Haynes,George Wein
2189,Roy Haynes,Philly Joe Jones
2190,Roy Haynes,Buddy Rich
2191,Roy Haynes,Don Byas
2192,Roy Haynes,Johnny Hodges
2193,Roy Haynes,Joe Newman (trumpeter)
2194,Roy Haynes,Billy Strayhorn
2195,Roy Haynes,James P. Johnson
2196,Roy Haynes,Terri Lyne Carrington
2197,Roy Haynes,Clifford Brown
2198,Roy Haynes,George Adams (musician)
2199,Roy Haynes,Chick Corea
2200,Roy Haynes,Artie Shaw
2201,Roy Haynes,Fats Waller
2202,Roy Haynes,Sarah Vaughan
2203,Roy Haynes,Benny Goodman
2204,Roy Haynes,Cecil McBee
2205,Roy Haynes,Count Basie
2206,Roy Haynes,Albert Dailey
2207,Roy Haynes,Paul Gonsalves
2208,Roy Haynes,Lucky Millinder
2209,Roy Haynes,Sid Catlett
2210,Roy Haynes,Louis Jordan
2211,Roy Haynes,Milford Graves
2212,Roy Haynes,Babs Gonzales
2213,Roy Haynes,Omar Hakim
2214,Roy Haynes,John Malachi
2215,Roy Haynes,Dennis Chambers
2216,Roy Haynes,Dinah Washington
2217,Roy Haynes,Jo Jones
2218,Roy Haynes,Anthony Williams
2219,Roy Haynes,Jimmy Jones (pianist)
2220,Roy Haynes,Duke Ellington
2221,Gunther Schuller,Art Tatum
2222,Gunther Schuller,Ornette Coleman
2223,Gunther Schuller,John Lewis (pianist)
2224,Gunther Schuller,
2225,Gunther Schuller,Elliot Lawrence
2226,Gunther Schuller,Jean Goldkette
2227,Gunther Schuller,Quincy Jones
2228,Gunther Schuller,Eric Dolphy
2229,Gunther Schuller,Urbie Green
2230,Gunther Schuller,Coleman Hawkins
2231,Gunther Schuller,Sidney Bechet
2232,Gunther Schuller,Billy Butterfield
2233,Gunther Schuller,Bernie Glow
2234,Gunther Schuller,Ran Blake
2235,Gunther Schuller,Eddie Daniels
2236,Gunther Schuller,Wynton Marsalis
2237,Gunther Schuller,John 5 (guitarist)
2238,Gunther Schuller,Jimmy Cobb
2239,Gunther Schuller,Denardo Coleman
2240,Gunther Schuller,Snooky Young
2241,Gunther Schuller,Ella Fitzgerald
2242,Gunther Schuller,Lester Young
2243,Gunther Schuller,Claude Thornhill
2244,Gunther Schuller,Ben Webster
2245,Gunther Schuller,Walter Page
2246,Gunther Schuller,Jim Hall (musician)
2247,Gunther Schuller,Art Farmer
2248,Gunther Schuller,Frank Rehak
2249,Gunther Schuller,Bill Barber (musician)
2250,Gunther Schuller,Jelly Roll Morton
2251,Gunther Schuller,Gil Evans
2252,Gunther Schuller,Jackie McLean
2253,Gunther Schuller,Percy Heath
2254,Gunther Schuller,Oscar Peterson
2255,Gunther Schuller,Freddie Keppard
2256,Gunther Schuller,J. J. Johnson
2257,Gunther Schuller,Dave Brubeck
2258,Gunther Schuller,Miles Davis
2259,Gunther Schuller,Bob Chester
2260,Gunther Schuller,Dizzy Gillespie
2261,Gunther Schuller,Frank Sinatra
2262,Gunther Schuller,Benny Golson
2263,Gunther Schuller,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
2264,Gunther Schuller,David Baker (composer)
2265,Gunther Schuller,Charlie Parker
2266,Gunther Schuller,Willie Ruff
2267,Gunther Schuller,Bix Beiderbecke
2268,Gunther Schuller,Charlie Barnet
2269,Gunther Schuller,Charlie Johnson (bandleader)
2270,Gunther Schuller,Julius Watkins
2271,Gunther Schuller,Red Norvo
2272,Gunther Schuller,Lennie Tristano
2273,Gunther Schuller,Ray Nance
2274,Gunther Schuller,Jimmy Cleveland
2275,Gunther Schuller,Max Roach
2276,Gunther Schuller,Joe Wilder
2277,Gunther Schuller,Danny Bank
2278,Gunther Schuller,Junior Raglin
2279,Gunther Schuller,Harry Carney
