,Artiste1,Artiste2
0,Clark Terry,Johnny Griffin
1,Clark Terry,Quincy Jones
2,Clark Terry,Coleman Hawkins
3,Clark Terry,Lucky Thompson
4,Clark Terry,Neal Hefti
5,Clark Terry,Billie Holiday
6,Clark Terry,Snooky Young
7,Clark Terry,Ella Fitzgerald
8,Clark Terry,Lester Young
9,Clark Terry,Ben Webster
10,Clark Terry,John Levy (musician)
11,Clark Terry,Red Saunders (musician)
12,Clark Terry,Johnny Pate
13,Clark Terry,Joe Williams (jazz singer)
14,Clark Terry,Victor Sproles
15,Clark Terry,Budd Johnson
16,Clark Terry,Lionel Hampton
17,Clark Terry,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
18,Clark Terry,Johnny Long (musician)
19,Clark Terry,Charlie Parker
20,Clark Terry,Charlie Barnet
21,Clark Terry,South Park Mexican
22,Clark Terry,Nick Cooper
23,Clark Terry,Freddie Green
24,Clark Terry,Billy Eckstine
25,Clark Terry,Earl Hines
26,Clark Terry,Lena Horne
27,Clark Terry,Melba Liston
28,Clark Terry,Gerald Wilson
29,Clark Terry,Ivie Anderson
30,Clark Terry,Roy Hargrove
31,Clark Terry,Buddy Bolden
32,Clark Terry,Andrew Kirk
33,Clark Terry,Sarah Vaughan
34,Clark Terry,Count Basie
35,Clark Terry,Nicholas Payton
36,Clark Terry,Sonny Cohn
37,Clark Terry,John Coltrane
38,Clark Terry,Buddy Tate
39,Clark Terry,Jo Jones
40,Clark Terry,Jimmy Jones (pianist)
41,Clark Terry,Duke Ellington
42,Lionel Hampton,Jabbo Smith
43,Lionel Hampton,Quincy Jones
44,Lionel Hampton,Coleman Hawkins
45,Lionel Hampton,Lester Young
46,Lionel Hampton,Lee Young
47,Lionel Hampton,Joe Williams (jazz singer)
48,Lionel Hampton,Ernie Royal
49,Lionel Hampton,Dexter Gordon
50,Lionel Hampton,Al Grey
51,Lionel Hampton,Frank Foster (musician)
52,Lionel Hampton,Illinois Jacquet
53,Lionel Hampton,Milt Buckner
54,Lionel Hampton,Louis Armstrong
55,Lionel Hampton,Lena Horne
56,Lionel Hampton,Teddy Wilson
57,Lionel Hampton,Stevie Wonder
58,Lionel Hampton,Johnny Hodges
59,Lionel Hampton,Dewey Redman
60,Lionel Hampton,Benny Goodman
61,Lionel Hampton,Glenn Miller
62,Lionel Hampton,Count Basie
63,Lionel Hampton,Junior Mance
64,Lionel Hampton,Buddy Tate
65,Lionel Hampton,Dinah Washington
66,Lionel Hampton,Harry Edison
67,Lionel Hampton,Duke Ellington
68,Marian McPartland,Art Tatum
69,Marian McPartland,Coleman Hawkins
70,Marian McPartland,Eddie Condon
71,Marian McPartland,Sidney Bechet
72,Marian McPartland,Wynton Marsalis
73,Marian McPartland,Roy Eldridge
74,Marian McPartland,Béla Fleck
75,Marian McPartland,Tommy Flanagan
76,Marian McPartland,Barbara Carroll
77,Marian McPartland,Billy Hart
78,Marian McPartland,Joe Williams (jazz singer)
79,Marian McPartland,Joe Morello
80,Marian McPartland,Oscar Peterson
81,Marian McPartland,Dave Brubeck
82,Marian McPartland,Ron Carter
83,Marian McPartland,Gene Krupa
84,Marian McPartland,Woody Herman
85,Marian McPartland,Grady Tate
86,Marian McPartland,Mary Lou Williams
87,Marian McPartland,Hazel Scott
88,Marian McPartland,Toshiko Akiyoshi
89,Marian McPartland,Louis Armstrong
90,Marian McPartland,Benny Carter
91,Marian McPartland,Stevie Wonder
92,Marian McPartland,Billy Strayhorn
93,Marian McPartland,Jimmy Dorsey
94,Marian McPartland,Benny Goodman
95,Marian McPartland,Michael Moore (saxophonist and clarinetist)
96,Marian McPartland,Bill Evans
97,Marian McPartland,Count Basie
98,Marian McPartland,Billy Taylor (jazz bassist)
99,Marian McPartland,Sidney De Paris
100,Marian McPartland,Trudy Pitts
101,Marian McPartland,Cecil Taylor
102,Marian McPartland,Duke Ellington
103,Slide Hampton,Johnny Griffin
104,Slide Hampton,Benny Powell
105,Slide Hampton,Quincy Jones
106,Slide Hampton,Bud Powell
107,Slide Hampton,Stan Getz
108,Slide Hampton,Joe Henderson
109,Slide Hampton,Jack Teagarden
110,Slide Hampton,Lee Morgan
111,Slide Hampton,Paquito D'Rivera
112,Slide Hampton,Benny Bailey
113,Slide Hampton,Freddie Hubbard
114,Slide Hampton,Dennis Mackrel
115,Slide Hampton,Wynton Kelly
116,Slide Hampton,Gil Evans
117,Slide Hampton,Carmell Jones
118,Slide Hampton,Don Sebesky
119,Slide Hampton,Dexter Gordon
120,Slide Hampton,Dave Brubeck
121,Slide Hampton,Dizzy Gillespie
122,Slide Hampton,Bill Watrous
123,Slide Hampton,Benny Golson
124,Slide Hampton,Leo Wright
125,Slide Hampton,Budd Johnson
126,Slide Hampton,Lionel Hampton
127,Slide Hampton,David Baker (composer)
128,Slide Hampton,Charlie Parker
129,Slide Hampton,Jimmy Owens (musician)
130,Slide Hampton,Kenny Clarke
131,Slide Hampton,Wes Montgomery
132,Slide Hampton,Woody Herman
133,Slide Hampton,Tommy Dorsey
134,Slide Hampton,Thelonious Monk
135,Slide Hampton,Trummy Young
136,Slide Hampton,Art Blakey
137,Slide Hampton,J. J. Johnson
138,Slide Hampton,Willie Maiden
139,Slide Hampton,Stevie Wonder
140,Slide Hampton,Melba Liston
141,Slide Hampton,Billy Strayhorn
142,Slide Hampton,Nat Adderley
143,Slide Hampton,Benny Goodman
144,Slide Hampton,Glenn Miller
145,Slide Hampton,Count Basie
146,Slide Hampton,Lawrence Brown (jazz trombonist)
147,Slide Hampton,Buddy Johnson
148,Slide Hampton,Duke Ellington
149,Chico Hamilton,"http://dbpedia.org/resource/Arthur_Lee_""Red""_Smiley"
150,Chico Hamilton,John Lewis (pianist)
151,Chico Hamilton,Shadow Wilson
152,Chico Hamilton,Jesse Price (musician)
153,Chico Hamilton,Joe Comfort
154,Chico Hamilton,Quincy Jones
155,Chico Hamilton,Eric Dolphy
156,Chico Hamilton,Nat King Cole
157,Chico Hamilton,Charlie Christian
158,Chico Hamilton,Sonny Greer
159,Chico Hamilton,Lucky Thompson
160,Chico Hamilton,Dean Martin
161,Chico Hamilton,Cozy Cole
162,Chico Hamilton,Jimmy Rushing
163,Chico Hamilton,Frank Butler (musician)
164,Chico Hamilton,Slam Stewart
165,Chico Hamilton,Steve Potts (jazz musician)
166,Chico Hamilton,Tricky Sam Nanton
167,Chico Hamilton,Alan Dawson
168,Chico Hamilton,Erroll Garner
169,Chico Hamilton,Lester Young
170,Chico Hamilton,Claude Thornhill
171,Chico Hamilton,Helen Humes
172,Chico Hamilton,Lee Young
173,Chico Hamilton,Chick Webb
174,Chico Hamilton,Hampton Hawes
175,Chico Hamilton,Jim Hall (musician)
176,Chico Hamilton,John Coltrane
177,Chico Hamilton,Art Farmer
178,Chico Hamilton,Richie Powell
179,Chico Hamilton,Garnett Brown
180,Chico Hamilton,Jerome Richardson
181,Chico Hamilton,Dave Pell
182,Chico Hamilton,John Simmons (musician)
183,Chico Hamilton,Hale Smith
184,Chico Hamilton,Steve Turre
185,Chico Hamilton,Jon Hendricks
186,Chico Hamilton,Red Callender
187,Chico Hamilton,Joe Morello
188,Chico Hamilton,Norman Granz
189,Chico Hamilton,Bob Wills
190,Chico Hamilton,Slim Gaillard
191,Chico Hamilton,Larry Coryell
192,Chico Hamilton,Art Mardigan
193,Chico Hamilton,Dexter Gordon
194,Chico Hamilton,Dave Brubeck
195,Chico Hamilton,Arthur Blythe
196,Chico Hamilton,Curtis Counce
197,Chico Hamilton,Howard Rumsey
198,Chico Hamilton,Bill Berg (musician)
199,Chico Hamilton,Frank Sinatra
200,Chico Hamilton,Sam Brown (guitarist)
201,Chico Hamilton,Benny Golson
202,Chico Hamilton,Illinois Jacquet
203,Chico Hamilton,Ron Carter
204,Chico Hamilton,Lionel Hampton
205,Chico Hamilton,Howard McGhee
206,Chico Hamilton,Vi Redd
207,Chico Hamilton,Gene Krupa
208,Chico Hamilton,David Baker (composer)
209,Chico Hamilton,Charlie Barnet
210,Chico Hamilton,Jimmy Owens (musician)
211,Chico Hamilton,Paul Horn (musician)
212,Chico Hamilton,Flip Phillips
213,Chico Hamilton,Arthur Lee (musician)
214,Chico Hamilton,Sammy Davis Jr.
215,Chico Hamilton,Jimmy Cleveland
216,Chico Hamilton,Max Roach
217,Chico Hamilton,Elvin Jones
218,Chico Hamilton,George Van Eps
219,Chico Hamilton,Mercer Ellington
220,Chico Hamilton,Charles Mingus
221,Chico Hamilton,Grady Tate
222,Chico Hamilton,Mary Lou Williams
223,Chico Hamilton,Freddie Green
224,Chico Hamilton,Billy Eckstine
225,Chico Hamilton,Louis Armstrong
226,Chico Hamilton,Billy Higgins
227,Chico Hamilton,Art Blakey
228,Chico Hamilton,Jimmy Cheatham
229,Chico Hamilton,Jimmie Lunceford
230,Chico Hamilton,Charles Lloyd (jazz musician)
231,Chico Hamilton,Lena Horne
232,Chico Hamilton,Benny Carter
233,Chico Hamilton,Tony Bennett
234,Chico Hamilton,Arnie Lawrence
235,Chico Hamilton,George Duvivier
236,Chico Hamilton,Jay McShann
237,Chico Hamilton,Philly Joe Jones
238,Chico Hamilton,Shorty Rogers
239,Chico Hamilton,Buddy Rich
240,Chico Hamilton,Jimmy Blanton
241,Chico Hamilton,Gerald Wilson
242,Chico Hamilton,Albert Stinson
243,Chico Hamilton,George Benson
244,Chico Hamilton,Joe Newman (trumpeter)
245,Chico Hamilton,Billy Strayhorn
246,Chico Hamilton,Clark Terry
247,Chico Hamilton,Buddy Cole (musician)
248,Chico Hamilton,Johnny Hartman
249,Chico Hamilton,Benny Goodman
250,Chico Hamilton,Buddy Collette
251,Chico Hamilton,Elvis Presley
252,Chico Hamilton,Don Cherry (singer)
253,Chico Hamilton,Herb Jeffries
254,Chico Hamilton,Roy Haynes
255,Chico Hamilton,Sid Catlett
256,Chico Hamilton,Pony Poindexter
257,Chico Hamilton,Chet Baker
258,Chico Hamilton,Carson Smith
259,Chico Hamilton,Wyatt Ruther
260,Chico Hamilton,Jo Jones
261,Chico Hamilton,Anthony Williams
262,Chico Hamilton,Duke Ellington
263,Danny Barker,Kid Rena
264,Danny Barker,Eddie Durham
265,Danny Barker,Andy Gibson
266,Danny Barker,John Lewis (pianist)
267,Danny Barker,Spencer Williams
268,Danny Barker,Chester Zardis
269,Danny Barker,Coleman Hawkins
270,Danny Barker,Joe Robichaux
271,Danny Barker,Sidney Bechet
272,Danny Barker,Charlie Christian
273,Danny Barker,Sonny Greer
274,Danny Barker,Bunk Johnson
275,Danny Barker,Louis Nelson Delisle
276,Danny Barker,Zutty Singleton
277,Danny Barker,Cozy Cole
278,Danny Barker,Wynton Marsalis
279,Danny Barker,Hilton Jefferson
280,Danny Barker,Roy Eldridge
281,Danny Barker,Billie Holiday
282,Danny Barker,Doc Cheatham
283,Danny Barker,Luis Russell
284,Danny Barker,Billy Kyle
285,Danny Barker,Paul Barbarin
286,Danny Barker,Lawrence Lucie
287,Danny Barker,Ella Johnson
288,Danny Barker,Lester Young
289,Danny Barker,Thad Jones
290,Danny Barker,Ben Webster
291,Danny Barker,Chick Webb
292,Danny Barker,Pops Foster
293,Danny Barker,Jelly Roll Morton
294,Danny Barker,Carmen Mastren
295,Danny Barker,Tommy Benford
296,Danny Barker,Allan Reuss
297,Danny Barker,George Guesnon
298,Danny Barker,Chu Berry
299,Danny Barker,Blue Lu Barker
300,Danny Barker,Freddie Keppard
301,Danny Barker,Alphonse Picou
302,Danny Barker,Tyree Glenn
303,Danny Barker,Milt Jackson
304,Danny Barker,George Lewis (trombonist)
305,Danny Barker,Louis Barbarin
306,Danny Barker,Jonah Jones
307,Danny Barker,W. C. Clark
308,Danny Barker,Lee Blair
309,Danny Barker,Milt Hinton
310,Danny Barker,Johnny Williams (drummer)
311,Danny Barker,Harry White (trombonist)
312,Danny Barker,Buster Bailey
313,Danny Barker,Hank Jones
314,Danny Barker,Fats Domino
315,Danny Barker,Dizzy Gillespie
316,Danny Barker,Sam Brown (guitarist)
317,Danny Barker,That 1 Guy
318,Danny Barker,Isidore Barbarin
319,Danny Barker,Budd Johnson
320,Danny Barker,Red Allen (bluegrass)
321,Danny Barker,Johnny Dodds
322,Danny Barker,Lucien Barbarin
323,Danny Barker,Charlie Parker
324,Danny Barker,David Jones (jazz musician)
325,Danny Barker,Charlie Johnson (bandleader)
326,Danny Barker,Buck Clayton
327,Danny Barker,Harry Connick Jr.
328,Danny Barker,Cab Calloway
329,Danny Barker,Elvin Jones
330,Danny Barker,Herb Morand
331,Danny Barker,J. Mayo Williams
332,Danny Barker,Charlie Shavers
333,Danny Barker,Bill Johnson (reed player)
334,Danny Barker,Les Paul
335,Danny Barker,Kid Howard
336,Danny Barker,Guy Kelly
337,Danny Barker,Lee Collins (musician)
338,Danny Barker,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
339,Danny Barker,Harry Edison
340,Danny Barker,Harry James
341,Danny Barker,"http://dbpedia.org/resource/Joe_""King""_Oliver"
342,Danny Barker,Kid Ory
343,Danny Barker,Sam Morgan (musician)
344,Danny Barker,Fletcher Henderson
345,Danny Barker,Jim Robinson (trombonist)
346,Danny Barker,Freddie Green
347,Danny Barker,Bill Doggett
348,Danny Barker,Chris Kelly (jazz)
349,Danny Barker,Black Benny
350,Danny Barker,Louis Armstrong
351,Danny Barker,Tommy Dorsey
352,Danny Barker,Earl Hines
353,Danny Barker,Fate Marable
354,Danny Barker,Benny Carter
355,Danny Barker,Don Albert
356,Danny Barker,Sidney Desvigne
357,Danny Barker,Michael White (violinist)
358,Danny Barker,Kaiser Marshall
359,Danny Barker,Papa Celestin
360,Danny Barker,Barney Bigard
361,Danny Barker,Al Morgan (musician)
362,Danny Barker,Tiny Bradshaw
363,Danny Barker,Horace Henderson
364,Danny Barker,George Benson
365,Danny Barker,Wellman Braud
366,Danny Barker,Wooden Joe Nicholas
367,Danny Barker,Muhammad Ali (drummer)
368,Danny Barker,James P. Johnson
369,Danny Barker,Don Redman
370,Danny Barker,Cie Frazier
371,Danny Barker,John Kirby (musician)
372,Danny Barker,Fats Waller
373,Danny Barker,Jimmie Noone
374,Danny Barker,Benny Goodman
375,Danny Barker,Willie Humphrey
376,Danny Barker,Bernard Addison
377,Danny Barker,Count Basie
378,Danny Barker,Elvis Presley
379,Danny Barker,Baby Dodds
380,Danny Barker,John Coltrane
381,Danny Barker,Lou Donaldson
382,Danny Barker,Lucky Millinder
383,Danny Barker,Manuel Perez (musician)
384,Danny Barker,Sidney De Paris
385,Danny Barker,Eddie Lang
386,Danny Barker,Albert Nicholas
387,Danny Barker,Sid Catlett
388,Danny Barker,Connie Kay
389,Danny Barker,Fred Guy
390,Danny Barker,Clarence Williams (musician)
391,Danny Barker,Little Brother Montgomery
392,Danny Barker,Bennie Moten
393,Danny Barker,Buddy Johnson
394,Danny Barker,Sharkey Bonano
395,Danny Barker,Tal Farlow
396,Danny Barker,Jo Jones
397,Danny Barker,Jon B.
398,Danny Barker,Lizzie Miles
399,Danny Barker,Duke Ellington
400,Frank Foster (musician),Art Tatum
401,Frank Foster (musician),Eddie Durham
402,Frank Foster (musician),Charles Tolliver
403,Frank Foster (musician),Ornette Coleman
404,Frank Foster (musician),
405,Frank Foster (musician),Benny Powell
406,Frank Foster (musician),Gus Johnson (jazz musician)
407,Frank Foster (musician),Joseph Jarman
408,Frank Foster (musician),Louis Hayes
409,Frank Foster (musician),Fred Jackson (saxophonist)
410,Frank Foster (musician),Quincy Jones
411,Frank Foster (musician),Eric Dixon
412,Frank Foster (musician),Coleman Hawkins
413,Frank Foster (musician),Bud Powell
414,Frank Foster (musician),Nat King Cole
415,Frank Foster (musician),Erskine Hawkins
416,Frank Foster (musician),Derrick Gardner
417,Frank Foster (musician),Lucky Thompson
418,Frank Foster (musician),Elmo Hope
419,Frank Foster (musician),Ted Dunbar
420,Frank Foster (musician),Jimmy Rushing
421,Frank Foster (musician),Duke Pearson
422,Frank Foster (musician),Slam Stewart
423,Frank Foster (musician),Eddie Jones (jazz musician)
424,Frank Foster (musician),Wynton Marsalis
425,Frank Foster (musician),Eddie Allen
426,Frank Foster (musician),Sheila Jordan
427,Frank Foster (musician),Phil Spitalny
428,Frank Foster (musician),Barry Harris
429,Frank Foster (musician),Alan Dawson
430,Frank Foster (musician),Michael Brecker
431,Frank Foster (musician),Tommy Flanagan
432,Frank Foster (musician),Marvin Stamm
433,Frank Foster (musician),Snooky Young
434,Frank Foster (musician),Ella Fitzgerald
435,Frank Foster (musician),Lester Young
436,Frank Foster (musician),Joe Chambers
437,Frank Foster (musician),Thad Jones
438,Frank Foster (musician),Ben Webster
439,Frank Foster (musician),Sonny Fortune
440,Frank Foster (musician),Wardell Gray
441,Frank Foster (musician),Sonny Stitt
442,Frank Foster (musician),Benny Green (pianist)
443,Frank Foster (musician),Pepper Adams
444,Frank Foster (musician),Chick Webb
445,Frank Foster (musician),Roland Alexander
446,Frank Foster (musician),John Coltrane
447,Frank Foster (musician),Charles Sullivan (musician)
448,Frank Foster (musician),Art Farmer
449,Frank Foster (musician),Rahsaan Roland Kirk
450,Frank Foster (musician),Carlos McKinney
451,Frank Foster (musician),Tom Brown (trombonist)
452,Frank Foster (musician),Gil Evans
453,Frank Foster (musician),Jan Hammer
454,Frank Foster (musician),Wendell Culley
455,Frank Foster (musician),Stan Levey
456,Frank Foster (musician),Sam Rivers
457,Frank Foster (musician),Mongo Santamaría
458,Frank Foster (musician),Frank Wess
459,Frank Foster (musician),J. C. Johnson
460,Frank Foster (musician),Joe Williams (jazz singer)
461,Frank Foster (musician),Jamey Aebersold
462,Frank Foster (musician),Hank Crawford
463,Frank Foster (musician),Ed Allen (musician)
464,Frank Foster (musician),Percy Heath
465,Frank Foster (musician),Donald Byrd
466,Frank Foster (musician),Norman Granz
467,Frank Foster (musician),Dave Bartholomew
468,Frank Foster (musician),Kiane Zawadi
469,Frank Foster (musician),Bill Graham (musician)
470,Frank Foster (musician),Chuck Mangione
471,Frank Foster (musician),Milt Jackson
472,Frank Foster (musician),Tommy Potter
473,Frank Foster (musician),Mo Foster
474,Frank Foster (musician),J. J. Johnson
475,Frank Foster (musician),Don Ellis
476,Frank Foster (musician),Art Mardigan
477,Frank Foster (musician),Terry Gibbs
478,Frank Foster (musician),Gunther Schuller
479,Frank Foster (musician),Johnny Coles
480,Frank Foster (musician),Wayne Shorter
481,Frank Foster (musician),Dexter Gordon
482,Frank Foster (musician),Reggie Workman
483,Frank Foster (musician),Archie Shepp
484,Frank Foster (musician),Kenny Burrell
485,Frank Foster (musician),Freddie Waits
486,Frank Foster (musician),Papa Jack Laine
487,Frank Foster (musician),Will Davis (musician)
488,Frank Foster (musician),Nancy Wilson (jazz singer)
489,Frank Foster (musician),Kenny Barron
490,Frank Foster (musician),Dee Dee Bridgewater
491,Frank Foster (musician),Al Grey
492,Frank Foster (musician),Gildo Mahones
493,Frank Foster (musician),Kenny G
494,Frank Foster (musician),Hank Jones
495,Frank Foster (musician),Phineas Newborn Jr.
496,Frank Foster (musician),Miles Davis
497,Frank Foster (musician),Fats Domino
498,Frank Foster (musician),Stephanie Mills
499,Frank Foster (musician),Dizzy Gillespie
500,Frank Foster (musician),Frank Sinatra
501,Frank Foster (musician),Danny Mixon
502,Frank Foster (musician),Benny Golson
503,Frank Foster (musician),Ruth Brown
504,Frank Foster (musician),Red Rodney
505,Frank Foster (musician),Illinois Jacquet
506,Frank Foster (musician),Lionel Hampton
507,Frank Foster (musician),"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
508,Frank Foster (musician),Henry Coker
509,Frank Foster (musician),Gene Ramey
510,Frank Foster (musician),Al Haig
511,Frank Foster (musician),Al Hall (musician)
512,Frank Foster (musician),Stanley Cowell
513,Frank Foster (musician),Earle Warren
514,Frank Foster (musician),Charlie Parker
515,Frank Foster (musician),Hannibal Lokumbe
516,Frank Foster (musician),Paul Bascomb
517,Frank Foster (musician),Ike Isaacs (bassist)
518,Frank Foster (musician),Charlie Johnson (bandleader)
519,Frank Foster (musician),Vincent Gardner
520,Frank Foster (musician),Gene Perla
521,Frank Foster (musician),Wayman Carver
522,Frank Foster (musician),Dick Griffin
523,Frank Foster (musician),Makanda Ken McIntyre
524,Frank Foster (musician),Kenny Clarke
525,Frank Foster (musician),Neal Hefti
526,Frank Foster (musician),Julius Watkins
527,Frank Foster (musician),Baby Face Willette
528,Frank Foster (musician),Buck Clayton
529,Frank Foster (musician),John Hicks (jazz pianist)
530,Frank Foster (musician),Cab Calloway
531,Frank Foster (musician),Cecil Bridgewater
532,Frank Foster (musician),Horace Silver
533,Frank Foster (musician),Max Roach
534,Frank Foster (musician),Elvin Jones
535,Frank Foster (musician),O. C. Smith
536,Frank Foster (musician),Bill Johnson (reed player)
537,Frank Foster (musician),Wes Montgomery
538,Frank Foster (musician),Mel Lewis
539,Frank Foster (musician),Harry Edison
540,Frank Foster (musician),McCoy Tyner
541,Frank Foster (musician),Roland Hanna
542,Frank Foster (musician),Freddie Green
543,Frank Foster (musician),Billy Eckstine
544,Frank Foster (musician),Louis Armstrong
545,Frank Foster (musician),Yusef Lateef
546,Frank Foster (musician),Albert Ayler
547,Frank Foster (musician),Thelonious Monk
548,Frank Foster (musician),Earl Hines
549,Frank Foster (musician),Art Blakey
550,Frank Foster (musician),J. R. Monterose
551,Frank Foster (musician),Jimmie Lunceford
552,Frank Foster (musician),Lena Horne
553,Frank Foster (musician),Benny Carter
554,Frank Foster (musician),Don Rader
555,Frank Foster (musician),Oliver Nelson
556,Frank Foster (musician),Tiny Bradshaw
557,Frank Foster (musician),Billy Mitchell (jazz musician)
558,Frank Foster (musician),Vernon Alley
559,Frank Foster (musician),J. C. Heard
560,Frank Foster (musician),Don Byas
561,Frank Foster (musician),Stanley Clarke
562,Frank Foster (musician),Johnny Hodges
563,Frank Foster (musician),Joe Newman (trumpeter)
564,Frank Foster (musician),J. C. Higginbotham
565,Frank Foster (musician),George Russell (composer)
566,Frank Foster (musician),Junior Walker
567,Frank Foster (musician),Curtis Fuller
568,Frank Foster (musician),Pharez Whitted
569,Frank Foster (musician),Fats Navarro
570,Frank Foster (musician),Marlena Shaw
571,Frank Foster (musician),Betty Carter
572,Frank Foster (musician),Sarah Vaughan
573,Frank Foster (musician),Norris Turney
574,Frank Foster (musician),Benny Goodman
575,Frank Foster (musician),Snub Mosley
576,Frank Foster (musician),Bill Evans
577,Frank Foster (musician),Glenn Miller
578,Frank Foster (musician),Count Basie
579,Frank Foster (musician),Nicholas Payton
580,Frank Foster (musician),Buddy Montgomery
581,Frank Foster (musician),George Wallington
582,Frank Foster (musician),John Hammond (producer)
583,Frank Foster (musician),Paul Gonsalves
584,Frank Foster (musician),Monk Montgomery
585,Frank Foster (musician),Don Cherry (singer)
586,Frank Foster (musician),Billy Taylor (jazz bassist)
587,Frank Foster (musician),Lucky Millinder
588,Frank Foster (musician),Mills Brothers
589,Frank Foster (musician),Buddy Tate
590,Frank Foster (musician),Terence Blanchard
591,Frank Foster (musician),Freddie Jackson
592,Frank Foster (musician),Pony Poindexter
593,Frank Foster (musician),Chet Baker
594,Frank Foster (musician),Jon B.
595,Frank Foster (musician),Regina Carter
596,Frank Foster (musician),Duke Ellington
597,Artie Shaw,Art Tatum
598,Artie Shaw,Fulton McGrath
599,Artie Shaw,Helen Forrest
600,Artie Shaw,Jean Goldkette
601,Artie Shaw,Coleman Hawkins
602,Artie Shaw,Bud Powell
603,Artie Shaw,Doc West
604,Artie Shaw,Stan Getz
605,Artie Shaw,Babe Russin
606,Artie Shaw,Bing Crosby
607,Artie Shaw,Jack Teagarden
608,Artie Shaw,Billy Butterfield
609,Artie Shaw,Zutty Singleton
610,Artie Shaw,Bernie Glow
611,Artie Shaw,Herbie Steward
612,Artie Shaw,Sam Donahue
613,Artie Shaw,Roy Eldridge
614,Artie Shaw,Tricky Sam Nanton
615,Artie Shaw,Billie Holiday
616,Artie Shaw,Lester Young
617,Artie Shaw,Claude Thornhill
618,Artie Shaw,Thad Jones
619,Artie Shaw,Carl Kress
620,Artie Shaw,Woody Shaw
621,Artie Shaw,John Coltrane
622,Artie Shaw,Hot Lips Page
623,Artie Shaw,Diana Ross
624,Artie Shaw,Jelly Roll Morton
625,Artie Shaw,Gil Evans
626,Artie Shaw,Chummy MacGregor
627,Artie Shaw,Lee Castle
628,Artie Shaw,Joe Williams (jazz singer)
629,Artie Shaw,Georgie Auld
630,Artie Shaw,Pete Briggs
631,Artie Shaw,Tommy Potter
632,Artie Shaw,Dick McDonough
633,Artie Shaw,J. J. Johnson
634,Artie Shaw,Gunther Schuller
635,Artie Shaw,Hank Jones
636,Artie Shaw,Miles Davis
637,Artie Shaw,Bob Chester
638,Artie Shaw,Bunny Berigan
639,Artie Shaw,Dizzy Gillespie
640,Artie Shaw,Muhal Richard Abrams
641,Artie Shaw,Johnny Dodds
642,Artie Shaw,Gene Krupa
643,Artie Shaw,Earle Warren
644,Artie Shaw,Charlie Parker
645,Artie Shaw,Bix Beiderbecke
646,Artie Shaw,Chauncey Morehouse
647,Artie Shaw,Hal Kemp
648,Artie Shaw,Sammy Davis Jr.
649,Artie Shaw,Cab Calloway
650,Artie Shaw,Yehudi Menuhin
651,Artie Shaw,B.B. King
652,Artie Shaw,Irving Aaronson
653,Artie Shaw,Johnny Best
654,Artie Shaw,Red Nichols
655,Artie Shaw,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
656,Artie Shaw,Sterling Bose
657,Artie Shaw,Harry James
658,Artie Shaw,Dave Tough
659,Artie Shaw,Woody Herman
660,Artie Shaw,Kid Ory
661,Artie Shaw,Fletcher Henderson
662,Artie Shaw,Arthur Schutt
663,Artie Shaw,Mary Lou Williams
664,Artie Shaw,Steve Brown (musician)
665,Artie Shaw,Louis Armstrong
666,Artie Shaw,Tommy Dorsey
667,Artie Shaw,Nick Fatool
668,Artie Shaw,Earl Hines
669,Artie Shaw,Jimmie Lunceford
670,Artie Shaw,Kaiser Marshall
671,Artie Shaw,Bobby Hackett
672,Artie Shaw,Mick Jagger
673,Artie Shaw,Buddy Rich
674,Artie Shaw,Barney Kessel
675,Artie Shaw,Bob Brookmeyer
676,Artie Shaw,Ben Pollack
677,Artie Shaw,Johnny Guarnieri
678,Artie Shaw,Jimmy Dorsey
679,Artie Shaw,Joe Venuti
680,Artie Shaw,Hal Crook
681,Artie Shaw,Manny Klein
682,Artie Shaw,Jimmie Noone
683,Artie Shaw,Benny Goodman
684,Artie Shaw,Buddy Morrow
685,Artie Shaw,Bill Evans
686,Artie Shaw,Natalie Cole
687,Artie Shaw,Glenn Miller
688,Artie Shaw,Tadd Dameron
689,Artie Shaw,John Hammond (producer)
690,Artie Shaw,Baby Dodds
691,Artie Shaw,Teo Macero
692,Artie Shaw,Tony Pastor (bandleader)
693,Artie Shaw,Dick Johnson (clarinetist)
694,Artie Shaw,Tal Farlow
695,Artie Shaw,Max Kaminsky (musician)
696,Artie Shaw,Miff Mole
697,Artie Shaw,Duke Ellington
698,Jane Jarvis,Roy Eldridge
699,Jane Jarvis,Jay Leonhart
700,Jane Jarvis,Joe Williams (jazz singer)
701,Jane Jarvis,Marian McPartland
702,Jane Jarvis,Dave Brubeck
703,Jane Jarvis,Milt Hinton
704,Jane Jarvis,Lionel Hampton
705,Jane Jarvis,Mary Lou Williams
706,Jane Jarvis,Earl Hines
707,Jane Jarvis,Clark Terry
708,Jane Jarvis,Ethel Waters
709,Jane Jarvis,Andrew Kirk
710,Jane Jarvis,Count Basie
711,Jane Jarvis,Lucky Millinder
712,Mary Lou Williams,Sammy Price
713,Mary Lou Williams,Art Tatum
714,Mary Lou Williams,Bud Powell
715,Mary Lou Williams,Sonny Greer
716,Mary Lou Williams,Oscar Pettiford
717,Mary Lou Williams,Roy Eldridge
