"","x"
"1082","Roland Hanna"
"1083","Frank Foster (musician)"
"1084","Freddie Green"
"1085","Frank Foster (musician)"
"1086","Billy Eckstine"
"1087","Frank Foster (musician)"
"1088","Louis Armstrong"
"1089","Frank Foster (musician)"
"1090","Yusef Lateef"
"1091","Frank Foster (musician)"
"1092","Albert Ayler"
"1093","Frank Foster (musician)"
"1094","Thelonious Monk"
"1095","Frank Foster (musician)"
"1096","Earl Hines"
"1097","Frank Foster (musician)"
"1098","Art Blakey"
"1099","Frank Foster (musician)"
"1100","J. R. Monterose"
"1101","Frank Foster (musician)"
"1102","Jimmie Lunceford"
"1103","Frank Foster (musician)"
"1104","Lena Horne"
"1105","Frank Foster (musician)"
"1106","Benny Carter"
"1107","Frank Foster (musician)"
"1108","Don Rader"
"1109","Frank Foster (musician)"
"1110","Oliver Nelson"
"1111","Frank Foster (musician)"
"1112","Tiny Bradshaw"
"1113","Frank Foster (musician)"
"1114","Billy Mitchell (jazz musician)"
"1115","Frank Foster (musician)"
"1116","Vernon Alley"
"1117","Frank Foster (musician)"
"1118","J. C. Heard"
"1119","Frank Foster (musician)"
"1120","Don Byas"
"1121","Frank Foster (musician)"
"1122","Stanley Clarke"
"1123","Frank Foster (musician)"
"1124","Johnny Hodges"
"1125","Frank Foster (musician)"
"1126","Joe Newman (trumpeter)"
"1127","Frank Foster (musician)"
"1128","J. C. Higginbotham"
"1129","Frank Foster (musician)"
"1130","George Russell (composer)"
"1131","Frank Foster (musician)"
"1132","Junior Walker"
"1133","Frank Foster (musician)"
"1134","Curtis Fuller"
"1135","Frank Foster (musician)"
"1136","Pharez Whitted"
"1137","Frank Foster (musician)"
"1138","Fats Navarro"
"1139","Frank Foster (musician)"
"1140","Marlena Shaw"
"1141","Frank Foster (musician)"
"1142","Betty Carter"
"1143","Frank Foster (musician)"
"1144","Sarah Vaughan"
"1145","Frank Foster (musician)"
"1146","Norris Turney"
"1147","Frank Foster (musician)"
"1148","Benny Goodman"
"1149","Frank Foster (musician)"
"1150","Snub Mosley"
"1151","Frank Foster (musician)"
"1152","Bill Evans"
"1153","Frank Foster (musician)"
"1154","Glenn Miller"
"1155","Frank Foster (musician)"
"1156","Count Basie"
"1157","Frank Foster (musician)"
"1158","Nicholas Payton"
"1159","Frank Foster (musician)"
"1160","Buddy Montgomery"
"1161","Frank Foster (musician)"
"1162","George Wallington"
"1163","Frank Foster (musician)"
"1164","John Hammond (producer)"
"1165","Frank Foster (musician)"
"1166","Paul Gonsalves"
"1167","Frank Foster (musician)"
"1168","Monk Montgomery"
"1169","Frank Foster (musician)"
"1170","Don Cherry (singer)"
"1171","Frank Foster (musician)"
"1172","Billy Taylor (jazz bassist)"
"1173","Frank Foster (musician)"
"1174","Lucky Millinder"
"1175","Frank Foster (musician)"
"1176","Mills Brothers"
"1177","Frank Foster (musician)"
"1178","Buddy Tate"
"1179","Frank Foster (musician)"
"1180","Terence Blanchard"
"1181","Frank Foster (musician)"
"1182","Freddie Jackson"
"1183","Frank Foster (musician)"
"1184","Pony Poindexter"
"1185","Frank Foster (musician)"
"1186","Chet Baker"
"1187","Frank Foster (musician)"
"1188","Jon B."
"1189","Frank Foster (musician)"
"1190","Regina Carter"
"1191","Frank Foster (musician)"
"1192","Duke Ellington"
"1193","Artie Shaw"
"1194","Art Tatum"
"1195","Artie Shaw"
"1196","Fulton McGrath"
"1197","Artie Shaw"
"1198","Helen Forrest"
"1199","Artie Shaw"
"1200","Jean Goldkette"
"1201","Artie Shaw"
"1202","Coleman Hawkins"
"1203","Artie Shaw"
"1204","Bud Powell"
"1205","Artie Shaw"
"1206","Doc West"
"1207","Artie Shaw"
"1208","Stan Getz"
"1209","Artie Shaw"
"1210","Babe Russin"
"1211","Artie Shaw"
"1212","Bing Crosby"
"1213","Artie Shaw"
"1214","Jack Teagarden"
"1215","Artie Shaw"
"1216","Billy Butterfield"
"1217","Artie Shaw"
"1218","Zutty Singleton"
"1219","Artie Shaw"
"1220","Bernie Glow"
"1221","Artie Shaw"
"1222","Herbie Steward"
"1223","Artie Shaw"
"1224","Sam Donahue"
"1225","Artie Shaw"
"1226","Roy Eldridge"
"1227","Artie Shaw"
"1228","Tricky Sam Nanton"
"1229","Artie Shaw"
"1230","Billie Holiday"
"1231","Artie Shaw"
"1232","Lester Young"
"1233","Artie Shaw"
"1234","Claude Thornhill"
"1235","Artie Shaw"
"1236","Thad Jones"
"1237","Artie Shaw"
"1238","Carl Kress"
"1239","Artie Shaw"
"1240","Woody Shaw"
"1241","Artie Shaw"
"1242","John Coltrane"
"1243","Artie Shaw"
"1244","Hot Lips Page"
"1245","Artie Shaw"
"1246","Diana Ross"
"1247","Artie Shaw"
"1248","Jelly Roll Morton"
"1249","Artie Shaw"
"1250","Gil Evans"
"1251","Artie Shaw"
"1252","Chummy MacGregor"
"1253","Artie Shaw"
"1254","Lee Castle"
"1255","Artie Shaw"
"1256","Joe Williams (jazz singer)"
"1257","Artie Shaw"
"1258","Georgie Auld"
"1259","Artie Shaw"
"1260","Pete Briggs"
"1261","Artie Shaw"
"1262","Tommy Potter"
"1263","Artie Shaw"
"1264","Dick McDonough"
"1265","Artie Shaw"
"1266","J. J. Johnson"
"1267","Artie Shaw"
"1268","Gunther Schuller"
"1269","Artie Shaw"
"1270","Hank Jones"
"1271","Artie Shaw"
"1272","Miles Davis"
"1273","Artie Shaw"
"1274","Bob Chester"
"1275","Artie Shaw"
"1276","Bunny Berigan"
"1277","Artie Shaw"
"1278","Dizzy Gillespie"
"1279","Artie Shaw"
"1280","Muhal Richard Abrams"
"1281","Artie Shaw"
"1282","Johnny Dodds"
"1283","Artie Shaw"
"1284","Gene Krupa"
"1285","Artie Shaw"
"1286","Earle Warren"
"1287","Artie Shaw"
"1288","Charlie Parker"
"1289","Artie Shaw"
"1290","Bix Beiderbecke"
"1291","Artie Shaw"
"1292","Chauncey Morehouse"
"1293","Artie Shaw"
"1294","Hal Kemp"
"1295","Artie Shaw"
"1296","Sammy Davis Jr."
"1297","Artie Shaw"
"1298","Cab Calloway"
"1299","Artie Shaw"
"1300","Yehudi Menuhin"
"1301","Artie Shaw"
"1302","B.B. King"
"1303","Artie Shaw"
"1304","Irving Aaronson"
"1305","Artie Shaw"
"1306","Johnny Best"
"1307","Artie Shaw"
"1308","Red Nichols"
"1309","Artie Shaw"
"1310","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"1311","Artie Shaw"
"1312","Sterling Bose"
"1313","Artie Shaw"
"1314","Harry James"
"1315","Artie Shaw"
"1316","Dave Tough"
"1317","Artie Shaw"
"1318","Woody Herman"
"1319","Artie Shaw"
"1320","Kid Ory"
"1321","Artie Shaw"
"1322","Fletcher Henderson"
"1323","Artie Shaw"
"1324","Arthur Schutt"
"1325","Artie Shaw"
"1326","Mary Lou Williams"
"1327","Artie Shaw"
"1328","Steve Brown (musician)"
"1329","Artie Shaw"
"1330","Louis Armstrong"
"1331","Artie Shaw"
"1332","Tommy Dorsey"
"1333","Artie Shaw"
"1334","Nick Fatool"
"1335","Artie Shaw"
"1336","Earl Hines"
"1337","Artie Shaw"
"1338","Jimmie Lunceford"
"1339","Artie Shaw"
"1340","Kaiser Marshall"
"1341","Artie Shaw"
"1342","Bobby Hackett"
"1343","Artie Shaw"
"1344","Mick Jagger"
"1345","Artie Shaw"
"1346","Buddy Rich"
"1347","Artie Shaw"
"1348","Barney Kessel"
"1349","Artie Shaw"
"1350","Bob Brookmeyer"
"1351","Artie Shaw"
"1352","Ben Pollack"
"1353","Artie Shaw"
"1354","Johnny Guarnieri"
"1355","Artie Shaw"
"1356","Jimmy Dorsey"
"1357","Artie Shaw"
"1358","Joe Venuti"
"1359","Artie Shaw"
"1360","Hal Crook"
"1361","Artie Shaw"
"1362","Manny Klein"
"1363","Artie Shaw"
"1364","Jimmie Noone"
"1365","Artie Shaw"
"1366","Benny Goodman"
"1367","Artie Shaw"
"1368","Buddy Morrow"
"1369","Artie Shaw"
"1370","Bill Evans"
"1371","Artie Shaw"
"1372","Natalie Cole"
"1373","Artie Shaw"
"1374","Glenn Miller"
"1375","Artie Shaw"
"1376","Tadd Dameron"
"1377","Artie Shaw"
"1378","John Hammond (producer)"
"1379","Artie Shaw"
"1380","Baby Dodds"
"1381","Artie Shaw"
"1382","Teo Macero"
"1383","Artie Shaw"
"1384","Tony Pastor (bandleader)"
"1385","Artie Shaw"
"1386","Dick Johnson (clarinetist)"
"1387","Artie Shaw"
"1388","Tal Farlow"
"1389","Artie Shaw"
"1390","Max Kaminsky (musician)"
"1391","Artie Shaw"
"1392","Miff Mole"
"1393","Artie Shaw"
"1394","Duke Ellington"
"1395","Jane Jarvis"
"1396","Roy Eldridge"
"1397","Jane Jarvis"
"1398","Jay Leonhart"
"1399","Jane Jarvis"
"1400","Joe Williams (jazz singer)"
"1401","Jane Jarvis"
"1402","Marian McPartland"
"1403","Jane Jarvis"
"1404","Dave Brubeck"
"1405","Jane Jarvis"
"1406","Milt Hinton"
"1407","Jane Jarvis"
"1408","Lionel Hampton"
"1409","Jane Jarvis"
"1410","Mary Lou Williams"
"1411","Jane Jarvis"
"1412","Earl Hines"
"1413","Jane Jarvis"
"1414","Clark Terry"
"1415","Jane Jarvis"
"1416","Ethel Waters"
"1417","Jane Jarvis"
"1418","Andrew Kirk"
"1419","Jane Jarvis"
"1420","Count Basie"
"1421","Jane Jarvis"
"1422","Lucky Millinder"
"1423","Mary Lou Williams"
"1424","Sammy Price"
"1425","Mary Lou Williams"
"1426","Art Tatum"
"1427","Mary Lou Williams"
"1428","Bud Powell"
"1429","Mary Lou Williams"
"1430","Sonny Greer"
"1431","Mary Lou Williams"
"1432","Oscar Pettiford"
"1433","Mary Lou Williams"
"1434","Roy Eldridge"
"1435","Mary Lou Williams"
"1436","Tricky Sam Nanton"
"1437","Mary Lou Williams"
"1438","Billie Holiday"
"1439","Mary Lou Williams"
"1440","Erroll Garner"
"1441","Mary Lou Williams"
"1442","Doc Cheatham"
"1443","Mary Lou Williams"
"1444","Ella Fitzgerald"
"1445","Mary Lou Williams"
"1446","J. P. Pickens"
"1447","Mary Lou Williams"
"1448","Lester Young"
"1449","Mary Lou Williams"
"1450","Ben Webster"
"1451","Mary Lou Williams"
"1452","Wardell Gray"
"1453","Mary Lou Williams"
"1454","Florence Mills"
"1455","Mary Lou Williams"
"1456","Pete Johnson"
"1457","Mary Lou Williams"
"1458","Walter Page"
"1459","Mary Lou Williams"
"1460","Chick Webb"
"1461","Mary Lou Williams"
"1462","Hot Lips Page"
"1463","Mary Lou Williams"
"1464","Kai Winding"
"1465","Mary Lou Williams"
"1466","Jelly Roll Morton"
"1467","Mary Lou Williams"
"1468","Stella Brooks"
"1469","Mary Lou Williams"
"1470","J. C. Johnson"
"1471","Mary Lou Williams"
"1472","Joe Williams (jazz singer)"
"1473","Mary Lou Williams"
"1474","Percy Heath"
"1475","Mary Lou Williams"
"1476","Chu Berry"
"1477","Mary Lou Williams"
"1478","Norman Granz"
"1479","Mary Lou Williams"
"1480","Kenny Dorham"
"1481","Mary Lou Williams"
"1482","http://dbpedia.org/resource/James_""Bubber""_Miley"
"1483","Mary Lou Williams"
"1484","Miles Davis"
"1485","Mary Lou Williams"
"1486","Dizzy Gillespie"
"1487","Mary Lou Williams"
"1488","Garland Wilson"
"1489","Mary Lou Williams"
"1490","Illinois Jacquet"
"1491","Mary Lou Williams"
"1492","Al Hall (musician)"
"1493","Mary Lou Williams"
"1494","Charlie Parker"
"1495","Mary Lou Williams"
"1496","Kenny Clarke"
"1497","Mary Lou Williams"
"1498","Buck Clayton"
"1499","Mary Lou Williams"
"1500","Red Norvo"
"1501","Mary Lou Williams"
"1502","Claude Williams (musician)"
"1503","Mary Lou Williams"
"1504","Cab Calloway"
"1505","Mary Lou Williams"
"1506","Max Roach"
"1507","Mary Lou Williams"
"1508","Moses Asch"
"1509","Mary Lou Williams"
"1510","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"1511","Mary Lou Williams"
"1512","Woody Herman"
"1513","Mary Lou Williams"
"1514","Fletcher Henderson"
"1515","Mary Lou Williams"
"1516","Mickey Roker"
"1517","Mary Lou Williams"
"1518","Hazel Scott"
"1519","Mary Lou Williams"
"1520","Lovie Austin"
"1521","Mary Lou Williams"
"1522","Jack Kapp"
"1523","Mary Lou Williams"
"1524","Louis Armstrong"
"1525","Mary Lou Williams"
"1526","Edmond Hall"
"1527","Mary Lou Williams"
"1528","Thelonious Monk"
"1529","Mary Lou Williams"
"1530","Earl Hines"
"1531","Mary Lou Williams"
"1532","Art Blakey"
"1533","Mary Lou Williams"
"1534","Lena Horne"
"1535","Mary Lou Williams"
"1536","George Wein"
"1537","Mary Lou Williams"
"1538","Shorty Baker"
"1539","Mary Lou Williams"
"1540","Melba Liston"
"1541","Mary Lou Williams"
"1542","Don Byas"
"1543","Mary Lou Williams"
"1544","Ben Pollack"
"1545","Mary Lou Williams"
"1546","Johnny Hodges"
"1547","Mary Lou Williams"
"1548","James P. Johnson"
"1549","Mary Lou Williams"
"1550","Thelma Carpenter"
"1551","Mary Lou Williams"
"1552","J. C. Higginbotham"
"1553","Mary Lou Williams"
"1554","Joe Turner (jazz pianist)"
"1555","Mary Lou Williams"
"1556","Ethel Waters"
"1557","Mary Lou Williams"
"1558","Andrew Kirk"
"1559","Mary Lou Williams"
"1560","Josh White"
"1561","Mary Lou Williams"
"1562","Fats Navarro"
"1563","Mary Lou Williams"
"1564","Fats Waller"
"1565","Mary Lou Williams"
"1566","Eddie Heywood"
"1567","Mary Lou Williams"
"1568","Sarah Vaughan"
"1569","Mary Lou Williams"
"1570","Benny Goodman"
"1571","Mary Lou Williams"
"1572","Bert Firman"
"1573","Mary Lou Williams"
"1574","Mildred Bailey"
"1575","Mary Lou Williams"
"1576","Count Basie"
"1577","Mary Lou Williams"
"1578","Tadd Dameron"
"1579","Mary Lou Williams"
"1580","John Hammond (producer)"
"1581","Mary Lou Williams"
"1582","J. C. Heard"
"1583","Mary Lou Williams"
"1584","John Coltrane"
"1585","Mary Lou Williams"
"1586","Billy Taylor (jazz bassist)"
"1587","Mary Lou Williams"
"1588","Bill Coleman"
"1589","Mary Lou Williams"
"1590","Herschel Evans"
"1591","Mary Lou Williams"
"1592","Bennie Moten"
"1593","Mary Lou Williams"
"1594","Babs Gonzales"
"1595","Mary Lou Williams"
"1596","Musa Kaleem"
"1597","Mary Lou Williams"
"1598","Barry Ulanov"
"1599","Mary Lou Williams"
"1600","Blanche Calloway"
"1601","Mary Lou Williams"
"1602","Jo Jones"
"1603","Mary Lou Williams"
"1604","Duke Ellington"
"1605","Billy Taylor (jazz bassist)"
"1606","Art Tatum"
"1607","Billy Taylor (jazz bassist)"
"1608","John Lewis (pianist)"
"1609","Billy Taylor (jazz bassist)"
"1610","Shadow Wilson"
"1611","Billy Taylor (jazz bassist)"
"1612","Quincy Jones"
"1613","Billy Taylor (jazz bassist)"
"1614","Coleman Hawkins"
"1615","Billy Taylor (jazz bassist)"
"1616","Bud Powell"
"1617","Billy Taylor (jazz bassist)"
"1618","Stuff Smith"
"1619","Billy Taylor (jazz bassist)"
"1620","Erskine Hawkins"
"1621","Billy Taylor (jazz bassist)"
"1622","Doc West"
"1623","Billy Taylor (jazz bassist)"
"1624","Charlie Christian"
"1625","Billy Taylor (jazz bassist)"
"1626","Bing Crosby"
"1627","Billy Taylor (jazz bassist)"
"1628","Richard Wright (musician)"
"1629","Billy Taylor (jazz bassist)"
"1630","Jimmy Smith (musician)"
"1631","Billy Taylor (jazz bassist)"
"1632","Chubby Jackson"
"1633","Billy Taylor (jazz bassist)"
"1634","Cozy Cole"
"1635","Billy Taylor (jazz bassist)"
"1636","Jimmy Rushing"
"1637","Billy Taylor (jazz bassist)"
"1638","Slam Stewart"
"1639","Billy Taylor (jazz bassist)"
"1640","Leo Parker"
"1641","Billy Taylor (jazz bassist)"
"1642","Stan Kenton"
"1643","Billy Taylor (jazz bassist)"
"1644","Randy Weston"
"1645","Billy Taylor (jazz bassist)"
"1646","Roy Eldridge"
"1647","Billy Taylor (jazz bassist)"
"1648","Billie Holiday"
"1649","Billy Taylor (jazz bassist)"
"1650","Erroll Garner"
"1651","Billy Taylor (jazz bassist)"
"1652","Billy Kyle"
"1653","Billy Taylor (jazz bassist)"
"1654","Ray Bryant"
"1655","Billy Taylor (jazz bassist)"
"1656","George Shearing"
"1657","Billy Taylor (jazz bassist)"
"1658","Jimmy Crawford (drummer)"
"1659","Billy Taylor (jazz bassist)"
"1660","Lester Young"
"1661","Billy Taylor (jazz bassist)"
"1662","Ben Webster"
"1663","Billy Taylor (jazz bassist)"
"1664","Chick Webb"
"1665","Billy Taylor (jazz bassist)"
"1666","Jim Hall (musician)"
"1667","Billy Taylor (jazz bassist)"
"1668","John Levy (musician)"
"1669","Billy Taylor (jazz bassist)"
"1670","Sandy Block"
"1671","Billy Taylor (jazz bassist)"
"1672","Red Saunders (musician)"
"1673","Billy Taylor (jazz bassist)"
"1674","Jerome Richardson"
"1675","Billy Taylor (jazz bassist)"
"1676","John Simmons (musician)"
"1677","Billy Taylor (jazz bassist)"
"1678","Frank Wess"
"1679","Billy Taylor (jazz bassist)"
"1680","Bill Harris (musician)"
"1681","Billy Taylor (jazz bassist)"
"1682","Cootie Williams"
"1683","Billy Taylor (jazz bassist)"
"1684","Ted Sturgis"
"1685","Billy Taylor (jazz bassist)"
"1686","Percy Heath"
"1687","Billy Taylor (jazz bassist)"
"1688","Oscar Peterson"
"1689","Billy Taylor (jazz bassist)"
"1690","Bill Graham (musician)"
"1691","Billy Taylor (jazz bassist)"
"1692","Tyree Glenn"
"1693","Billy Taylor (jazz bassist)"
"1694","Milt Jackson"
"1695","Billy Taylor (jazz bassist)"
"1696","Tommy Potter"
"1697","Billy Taylor (jazz bassist)"
"1698","Terry Gibbs"
"1699","Billy Taylor (jazz bassist)"
"1700","Tony Scott (musician)"
"1701","Billy Taylor (jazz bassist)"
"1702","Jonah Jones"
"1703","Billy Taylor (jazz bassist)"
"1704","Nancy Wilson (jazz singer)"
"1705","Billy Taylor (jazz bassist)"
"1706","Clarence Profit"
"1707","Billy Taylor (jazz bassist)"
"1708","Hank Jones"
"1709","Billy Taylor (jazz bassist)"
"1710","Miles Davis"
"1711","Billy Taylor (jazz bassist)"
"1712","Lloyd Trotman"
"1713","Billy Taylor (jazz bassist)"
"1714","Buster Harding"
"1715","Billy Taylor (jazz bassist)"
"1716","Dizzy Gillespie"
"1717","Billy Taylor (jazz bassist)"
"1718","Nat Peck"
"1719","Billy Taylor (jazz bassist)"
"1720","Frank Sinatra"
"1721","Billy Taylor (jazz bassist)"
"1722","Webster Young"
"1723","Billy Taylor (jazz bassist)"
"1724","Red Rodney"
"1725","Billy Taylor (jazz bassist)"
"1726","Peggy Lee"
"1727","Billy Taylor (jazz bassist)"
"1728","Joe Loco"
"1729","Billy Taylor (jazz bassist)"
"1730","Al Haig"
"1731","Billy Taylor (jazz bassist)"
"1732","Al Hall (musician)"
"1733","Billy Taylor (jazz bassist)"
"1734","Jelly Roll Morton"
"1735","Billy Taylor (jazz bassist)"
"1736","Charlie Parker"
"1737","Billy Taylor (jazz bassist)"
"1738","Charlie Barnet"
"1739","Billy Taylor (jazz bassist)"
"1740","Buck Clayton"
"1741","Billy Taylor (jazz bassist)"
"1742","Red Norvo"
"1743","Billy Taylor (jazz bassist)"
"1744","Cab Calloway"
"1745","Billy Taylor (jazz bassist)"
"1746","Jimmy Cleveland"
"1747","Billy Taylor (jazz bassist)"
"1748","Tiny Grimes"
"1749","Billy Taylor (jazz bassist)"
"1750","Morris Levy"
"1751","Billy Taylor (jazz bassist)"
"1752","Max Roach"
"1753","Billy Taylor (jazz bassist)"
"1754","Charlie Shavers"
"1755","Billy Taylor (jazz bassist)"
"1756","Les Paul"
"1757","Billy Taylor (jazz bassist)"
"1758","William Edward Childs"
"1759","Billy Taylor (jazz bassist)"
"1760","Woody Herman"
"1761","Billy Taylor (jazz bassist)"
"1762","Charles Mingus"
"1763","Billy Taylor (jazz bassist)"
"1764","Fletcher Henderson"
"1765","Billy Taylor (jazz bassist)"
"1766","Mary Lou Williams"
"1767","Billy Taylor (jazz bassist)"
"1768","Hazel Scott"
"1769","Billy Taylor (jazz bassist)"
"1770","Freddie Green"
"1771","Billy Taylor (jazz bassist)"
"1772","Louis Armstrong"
"1773","Billy Taylor (jazz bassist)"
"1774","Tommy Dorsey"
"1775","Billy Taylor (jazz bassist)"
"1776","Thelonious Monk"
"1777","Billy Taylor (jazz bassist)"
"1778","Earl Hines"
"1779","Billy Taylor (jazz bassist)"
"1780","Art Blakey"
"1781","Billy Taylor (jazz bassist)"
"1782","Boogie Woogie Red"
"1783","Billy Taylor (jazz bassist)"
"1784","Oscar Moore"
"1785","Billy Taylor (jazz bassist)"
"1786","Lena Horne"
"1787","Billy Taylor (jazz bassist)"
"1788","Benny Carter"
"1789","Billy Taylor (jazz bassist)"
"1790","George Wein"
"1791","Billy Taylor (jazz bassist)"
"1792","Teddy Wilson"
"1793","Billy Taylor (jazz bassist)"
"1794","Shorty Baker"
"1795","Billy Taylor (jazz bassist)"
"1796","Jimmy Blanton"
"1797","Billy Taylor (jazz bassist)"
"1798","Stevie Wonder"
"1799","Billy Taylor (jazz bassist)"
"1800","Ramsey Lewis"
"1801","Billy Taylor (jazz bassist)"
"1802","Monty Alexander"
"1803","Billy Taylor (jazz bassist)"
"1804","James P. Johnson"
"1805","Billy Taylor (jazz bassist)"
"1806","Woody Allen"
"1807","Billy Taylor (jazz bassist)"
"1808","Don Redman"
"1809","Billy Taylor (jazz bassist)"
"1810","Clark Terry"
"1811","Billy Taylor (jazz bassist)"
"1812","Ram Ramirez"
"1813","Billy Taylor (jazz bassist)"
"1814","Clifford Brown"
"1815","Billy Taylor (jazz bassist)"
"1816","Willie Bryant"
"1817","Billy Taylor (jazz bassist)"
"1818","Ethel Waters"
"1819","Billy Taylor (jazz bassist)"
"1820","Andrew Kirk"
"1821","Billy Taylor (jazz bassist)"
"1822","Artie Shaw"
"1823","Billy Taylor (jazz bassist)"
"1824","Fats Waller"
"1825","Billy Taylor (jazz bassist)"
"1826","Benny Goodman"
"1827","Billy Taylor (jazz bassist)"
"1828","Will Taylor (musician)"
"1829","Billy Taylor (jazz bassist)"
"1830","Bill Evans"
"1831","Billy Taylor (jazz bassist)"
"1832","Glenn Miller"
"1833","Billy Taylor (jazz bassist)"
"1834","Count Basie"
"1835","Billy Taylor (jazz bassist)"
"1836","George Wallington"
"1837","Billy Taylor (jazz bassist)"
"1838","Elvis Presley"
"1839","Billy Taylor (jazz bassist)"
"1840","John Hammond (producer)"
"1841","Billy Taylor (jazz bassist)"
"1842","Herbie Hancock"
"1843","Billy Taylor (jazz bassist)"
"1844","Mills Brothers"
"1845","Billy Taylor (jazz bassist)"
"1846","Herb Jeffries"
"1847","Billy Taylor (jazz bassist)"
"1848","John Collins (jazz guitarist)"
"1849","Billy Taylor (jazz bassist)"
"1850","Bill Coleman"
"1851","Billy Taylor (jazz bassist)"
"1852","Sid Catlett"
"1853","Billy Taylor (jazz bassist)"
"1854","Eddie South"
"1855","Billy Taylor (jazz bassist)"
"1856","Earl Bostic"
"1857","Billy Taylor (jazz bassist)"
"1858","John Malachi"
"1859","Billy Taylor (jazz bassist)"
"1860","Joe Garland"
"1861","Billy Taylor (jazz bassist)"
"1862","Jo Jones"
"1863","Billy Taylor (jazz bassist)"
"1864","Cecil Taylor"
"1865","Billy Taylor (jazz bassist)"
"1866","Jimmy Jones (pianist)"
"1867","Billy Taylor (jazz bassist)"
"1868","Duke Ellington"
"1869","Benny Powell"
"1870","Ornette Coleman"
"1871","Benny Powell"
"1872","B.B. King"
"1873","Benny Powell"
"1874","Randy Weston"
"1875","Benny Powell"
"1876","Benny Bailey"
"1877","Benny Powell"
"1878","Lester Young"
"1879","Benny Powell"
"1880","Thad Jones"
"1881","Benny Powell"
"1882","Benny Green (pianist)"
"1883","Benny Powell"
"1884","John Coltrane"
"1885","Benny Powell"
"1886","Art Farmer"
"1887","Benny Powell"
"1888","Al Harewood"
"1889","Benny Powell"
"1890","Dizzy Gillespie"
"1891","Benny Powell"
"1892","Frank Sinatra"
"1893","Benny Powell"
"1894","That 1 Guy"
"1895","Benny Powell"
"1896","Ruth Brown"
"1897","Benny Powell"
"1898","Illinois Jacquet"
"1899","Benny Powell"
"1900","Lionel Hampton"
"1901","Benny Powell"
"1902","Henry Coker"
"1903","Benny Powell"
"1904","Charlie Parker"
"1905","Benny Powell"
"1906","Sammy Davis Jr."
"1907","Benny Powell"
"1908","Mel Lewis"
"1909","Benny Powell"
"1910","Billy Eckstine"
"1911","Benny Powell"
"1912","Tommy Dorsey"
"1913","Benny Powell"
"1914","Trummy Young"
"1915","Benny Powell"
"1916","Tony Bennett"
"1917","Benny Powell"
"1918","Booker T. Jones"
"1919","Benny Powell"
"1920","Stevie Wonder"
"1921","Benny Powell"
"1922","George Washington (trombonist)"
"1923","Benny Powell"
"1924","Count Basie"
"1925","Benny Powell"
"1926","Joe Thomas (tenor saxophonist)"
"1927","Benny Powell"
"1928","Duke Ellington"
"1929","Ron Carter"
"1930","Eric Dolphy"
"1931","Ron Carter"
"1932","Randy Weston"
"1933","Ron Carter"
"1934","Clifford Jordan"
"1935","Ron Carter"
"1936","Carmen McRae"
"1937","Ron Carter"
"1938","Sonny Stitt"
"1939","Ron Carter"
"1940","Art Farmer"
"1941","Ron Carter"
"1942","Oscar Peterson"
"1943","Ron Carter"
"1944","Wayne Shorter"
"1945","Ron Carter"
"1946","Dave Brubeck"
"1947","Ron Carter"
"1948","Miles Davis"
"1949","Ron Carter"
"1950","Dizzy Gillespie"
"1951","Ron Carter"
"1952","Slide Hampton"
"1953","Ron Carter"
"1954","Chico Hamilton"
"1955","Ron Carter"
"1956","Herbie Hancock"
"1957","Ron Carter"
"1958","Anthony Williams"
"1959","Buddy Tate"
"1960","Coleman Hawkins"
"1961","Buddy Tate"
"1962","Nat King Cole"
"1963","Buddy Tate"
"1964","The Mighty Hannibal"
"1965","Buddy Tate"
"1966","Jimmy Rushing"
"1967","Buddy Tate"
"1968","Arnett Cobb"
"1969","Buddy Tate"
"1970","Ed Lewis (musician)"
"1971","Buddy Tate"
"1972","Billie Holiday"
"1973","Buddy Tate"
"1974","Carmen McRae"
"1975","Buddy Tate"
"1976","Lester Young"
"1977","Buddy Tate"
"1978","Walter Page"
"1979","Buddy Tate"
"1980","Benny Moten"
"1981","Buddy Tate"
"1982","Norman Granz"
"1983","Buddy Tate"
"1984","Nat Towles"
"1985","Buddy Tate"
"1986","Freddie Jenkins"
"1987","Buddy Tate"
"1988","That 1 Guy"
"1989","Buddy Tate"
"1990","Red Rodney"
"1991","Buddy Tate"
"1992","Illinois Jacquet"
"1993","Buddy Tate"
"1994","Lionel Hampton"
"1995","Buddy Tate"
"1996","Henry Coker"
"1997","Buddy Tate"
"1998","Charlie Parker"
"1999","Buddy Tate"
"2000","Buck Clayton"
"2001","Buddy Tate"
"2002","Sam Cooke"
"2003","Buddy Tate"
"2004","Ray Nance"
"2005","Buddy Tate"
"2006","Charlie Shavers"
"2007","Buddy Tate"
"2008","Harry Edison"
"2009","Buddy Tate"
"2010","http://dbpedia.org/resource/Joe_""King""_Oliver"
"2011","Buddy Tate"
"2012","Sy Oliver"
"2013","Buddy Tate"
"2014","Mary Lou Williams"
"2015","Buddy Tate"
"2016","Freddie Green"
"2017","Buddy Tate"
"2018","Lena Horne"
"2019","Buddy Tate"
"2020","Don Albert"
"2021","Buddy Tate"
"2022","Jay McShann"
"2023","Buddy Tate"
"2024","Teddy Wilson"
"2025","Buddy Tate"
"2026","Buddy Rich"
"2027","Buddy Tate"
