"","x"
"4082","Johnny Griffin"
"4083","Melba Liston"
"4084","Benny Powell"
"4085","Melba Liston"
"4086","Jon Faddis"
"4087","Melba Liston"
"4088","Quincy Jones"
"4089","Melba Liston"
"4090","Ray and Faye Copeland"
"4091","Melba Liston"
"4092","John Clark (musician)"
"4093","Melba Liston"
"4094","Randy Weston"
"4095","Melba Liston"
"4096","Billie Holiday"
"4097","Melba Liston"
"4098","Ben Webster"
"4099","Melba Liston"
"4100","Chick Webb"
"4101","Melba Liston"
"4102","John Coltrane"
"4103","Melba Liston"
"4104","Frank Rehak"
"4105","Melba Liston"
"4106","Wynton Kelly"
"4107","Melba Liston"
"4108","Diana Ross"
"4109","Melba Liston"
"4110","Sam Jones (musician)"
"4111","Melba Liston"
"4112","Hale Smith"
"4113","Melba Liston"
"4114","Bennie Green"
"4115","Melba Liston"
"4116","Clora Bryant"
"4117","Melba Liston"
"4118","Wayne Shorter"
"4119","Melba Liston"
"4120","Dexter Gordon"
"4121","Melba Liston"
"4122","Al McKibbon"
"4123","Melba Liston"
"4124","Al Grey"
"4125","Melba Liston"
"4126","Frank Foster (musician)"
"4127","Melba Liston"
"4128","Dizzy Gillespie"
"4129","Melba Liston"
"4130","Benny Golson"
"4131","Melba Liston"
"4132","Budd Johnson"
"4133","Melba Liston"
"4134","Vi Redd"
"4135","Melba Liston"
"4136","Cab Calloway"
"4137","Melba Liston"
"4138","Elvin Jones"
"4139","Melba Liston"
"4140","Specs Wright"
"4141","Melba Liston"
"4142","South Park Mexican"
"4143","Melba Liston"
"4144","Britt Woodman"
"4145","Melba Liston"
"4146","Charles Mingus"
"4147","Melba Liston"
"4148","Major Holley"
"4149","Melba Liston"
"4150","Gloria Lynne"
"4151","Melba Liston"
"4152","Billy Eckstine"
"4153","Melba Liston"
"4154","Tommy Dorsey"
"4155","Melba Liston"
"4156","Thelonious Monk"
"4157","Melba Liston"
"4158","Jimmie Lunceford"
"4159","Melba Liston"
"4160","Oliver Nelson"
"4161","Melba Liston"
"4162","Gerald Wilson"
"4163","Melba Liston"
"4164","Billy Mitchell (jazz musician)"
"4165","Melba Liston"
"4166","Abbey Lincoln"
"4167","Melba Liston"
"4168","Slide Hampton"
"4169","Melba Liston"
"4170","Bardu Ali"
"4171","Melba Liston"
"4172","Count Basie"
"4173","Melba Liston"
"4174","Lucky Millinder"
"4175","Melba Liston"
"4176","Herb Jeffries"
"4177","Melba Liston"
"4178","John Collins (jazz guitarist)"
"4179","Melba Liston"
"4180","Ernie Henry"
"4181","Melba Liston"
"4182","Dinah Washington"
"4183","Melba Liston"
"4184","Willie Cook"
"4185","Roy Haynes"
"4186","Art Tatum"
"4187","Roy Haynes"
"4188","Branford Marsalis"
"4189","Roy Haynes"
"4190","Shadow Wilson"
"4191","Roy Haynes"
"4192","Johnny Griffin"
"4193","Roy Haynes"
"4194","Ronnell Bright"
"4195","Roy Haynes"
"4196","Quincy Jones"
"4197","Roy Haynes"
"4198","Eric Dolphy"
"4199","Roy Haynes"
"4200","Coleman Hawkins"
"4201","Roy Haynes"
"4202","Bud Powell"
"4203","Roy Haynes"
"4204","Erskine Hawkins"
"4205","Roy Haynes"
"4206","Sadik Hakim"
"4207","Roy Haynes"
"4208","Sidney Bechet"
"4209","Roy Haynes"
"4210","Charlie Christian"
"4211","Roy Haynes"
"4212","Stan Getz"
"4213","Roy Haynes"
"4214","Sonny Greer"
"4215","Roy Haynes"
"4216","Bunk Johnson"
"4217","Roy Haynes"
"4218","Bing Crosby"
"4219","Roy Haynes"
"4220","Joe Henderson"
"4221","Roy Haynes"
"4222","Cat Anderson"
"4223","Roy Haynes"
"4224","Cozy Cole"
"4225","Roy Haynes"
"4226","Dave Weckl"
"4227","Roy Haynes"
"4228","Alan Dawson"
"4229","Roy Haynes"
"4230","Billie Holiday"
"4231","Roy Haynes"
"4232","Luis Russell"
"4233","Roy Haynes"
"4234","Arvell Shaw"
"4235","Roy Haynes"
"4236","Ella Fitzgerald"
"4237","Roy Haynes"
"4238","Lester Young"
"4239","Roy Haynes"
"4240","Thad Jones"
"4241","Roy Haynes"
"4242","Lee Young"
"4243","Roy Haynes"
"4244","Sonny Stitt"
"4245","Roy Haynes"
"4246","Kansas Fields"
"4247","Roy Haynes"
"4248","Chick Webb"
"4249","Roy Haynes"
"4250","John Coltrane"
"4251","Roy Haynes"
"4252","Donald Harrison"
"4253","Roy Haynes"
"4254","Charles Sullivan (musician)"
"4255","Roy Haynes"
"4256","Pops Foster"
"4257","Roy Haynes"
"4258","Kai Winding"
"4259","Roy Haynes"
"4260","Tom Brown (trombonist)"
"4261","Roy Haynes"
"4262","Sam Rivers"
"4263","Roy Haynes"
"4264","Panama Francis"
"4265","Roy Haynes"
"4266","Norman Granz"
"4267","Roy Haynes"
"4268","Charlie Holmes"
"4269","Roy Haynes"
"4270","Tommy Potter"
"4271","Roy Haynes"
"4272","Kenny Dorham"
"4273","Roy Haynes"
"4274","Wayne Shorter"
"4275","Roy Haynes"
"4276","Archie Shepp"
"4277","Roy Haynes"
"4278","Kenny Burrell"
"4279","Roy Haynes"
"4280","Hank Jones"
"4281","Roy Haynes"
"4282","Miles Davis"
"4283","Roy Haynes"
"4284","Dizzy Gillespie"
"4285","Roy Haynes"
"4286","Bob Shad"
"4287","Roy Haynes"
"4288","That 1 Guy"
"4289","Roy Haynes"
"4290","Don Braden"
"4291","Roy Haynes"
"4292","Gary Burton"
"4293","Roy Haynes"
"4294","Louie Bellson"
"4295","Roy Haynes"
"4296","Red Rodney"
"4297","Roy Haynes"
"4298","Red Allen (bluegrass)"
"4299","Roy Haynes"
"4300","Howard McGhee"
"4301","Roy Haynes"
"4302","Jack DeJohnette"
"4303","Roy Haynes"
"4304","Gene Krupa"
"4305","Roy Haynes"
"4306","Al Haig"
"4307","Roy Haynes"
"4308","Andrew Cyrille"
"4309","Roy Haynes"
"4310","Stanley Cowell"
"4311","Roy Haynes"
"4312","Charlie Parker"
"4313","Roy Haynes"
"4314","Steve Gadd"
"4315","Roy Haynes"
"4316","Kenny Clarke"
"4317","Roy Haynes"
"4318","Art Taylor"
"4319","Roy Haynes"
"4320","Joe Benjamin"
"4321","Roy Haynes"
"4322","Bobby Donaldson"
"4323","Roy Haynes"
"4324","Cab Calloway"
"4325","Roy Haynes"
"4326","Sam Woodyard"
"4327","Roy Haynes"
"4328","Sun Ra"
"4329","Roy Haynes"
"4330","Max Roach"
"4331","Roy Haynes"
"4332","Dorothy Donegan"
"4333","Roy Haynes"
"4334","Shelly Manne"
"4335","Roy Haynes"
"4336","Harry Carney"
"4337","Roy Haynes"
"4338","Fletcher Henderson"
"4339","Roy Haynes"
"4340","McCoy Tyner"
"4341","Roy Haynes"
"4342","Gloria Lynne"
"4343","Roy Haynes"
"4344","Louis Armstrong"
"4345","Roy Haynes"
"4346","Billy Higgins"
"4347","Roy Haynes"
"4348","Pat Metheny"
"4349","Roy Haynes"
"4350","George Treadwell"
"4351","Roy Haynes"
"4352","Billy Cobham"
"4353","Roy Haynes"
"4354","Thelonious Monk"
"4355","Roy Haynes"
"4356","Jimmy Garrison"
"4357","Roy Haynes"
"4358","Earl Hines"
"4359","Roy Haynes"
"4360","Art Blakey"
"4361","Roy Haynes"
"4362","Jimmie Lunceford"
"4363","Roy Haynes"
"4364","Nelson Boyd"
"4365","Roy Haynes"
"4366","Rashied Ali"
"4367","Roy Haynes"
"4368","Frank Strozier"
"4369","Roy Haynes"
"4370","Peter Erskine"
"4371","Roy Haynes"
"4372","George Wein"
"4373","Roy Haynes"
"4374","Philly Joe Jones"
"4375","Roy Haynes"
"4376","Buddy Rich"
"4377","Roy Haynes"
"4378","Don Byas"
"4379","Roy Haynes"
"4380","Johnny Hodges"
"4381","Roy Haynes"
"4382","Joe Newman (trumpeter)"
"4383","Roy Haynes"
"4384","Billy Strayhorn"
"4385","Roy Haynes"
"4386","James P. Johnson"
"4387","Roy Haynes"
"4388","Terri Lyne Carrington"
"4389","Roy Haynes"
"4390","Clifford Brown"
"4391","Roy Haynes"
"4392","George Adams (musician)"
"4393","Roy Haynes"
"4394","Chick Corea"
"4395","Roy Haynes"
"4396","Artie Shaw"
"4397","Roy Haynes"
"4398","Fats Waller"
"4399","Roy Haynes"
"4400","Sarah Vaughan"
"4401","Roy Haynes"
"4402","Benny Goodman"
"4403","Roy Haynes"
"4404","Cecil McBee"
"4405","Roy Haynes"
"4406","Count Basie"
"4407","Roy Haynes"
"4408","Albert Dailey"
"4409","Roy Haynes"
"4410","Paul Gonsalves"
"4411","Roy Haynes"
"4412","Lucky Millinder"
"4413","Roy Haynes"
"4414","Sid Catlett"
"4415","Roy Haynes"
"4416","Louis Jordan"
"4417","Roy Haynes"
"4418","Milford Graves"
"4419","Roy Haynes"
"4420","Babs Gonzales"
"4421","Roy Haynes"
"4422","Omar Hakim"
"4423","Roy Haynes"
"4424","John Malachi"
"4425","Roy Haynes"
"4426","Dennis Chambers"
"4427","Roy Haynes"
"4428","Dinah Washington"
"4429","Roy Haynes"
"4430","Jo Jones"
"4431","Roy Haynes"
"4432","Anthony Williams"
"4433","Roy Haynes"
"4434","Jimmy Jones (pianist)"
"4435","Roy Haynes"
"4436","Duke Ellington"
"4437","Gunther Schuller"
"4438","Art Tatum"
"4439","Gunther Schuller"
"4440","Ornette Coleman"
"4441","Gunther Schuller"
"4442","John Lewis (pianist)"
"4443","Gunther Schuller"
"4444","Elliot Lawrence"
"4445","Gunther Schuller"
"4446","Jean Goldkette"
"4447","Gunther Schuller"
"4448","Quincy Jones"
"4449","Gunther Schuller"
"4450","Eric Dolphy"
"4451","Gunther Schuller"
"4452","Urbie Green"
"4453","Gunther Schuller"
"4454","Coleman Hawkins"
"4455","Gunther Schuller"
"4456","Sidney Bechet"
"4457","Gunther Schuller"
"4458","Billy Butterfield"
"4459","Gunther Schuller"
"4460","Bernie Glow"
"4461","Gunther Schuller"
"4462","Ran Blake"
"4463","Gunther Schuller"
"4464","Eddie Daniels"
"4465","Gunther Schuller"
"4466","Wynton Marsalis"
"4467","Gunther Schuller"
"4468","John 5 (guitarist)"
"4469","Gunther Schuller"
"4470","Jimmy Cobb"
"4471","Gunther Schuller"
"4472","Denardo Coleman"
"4473","Gunther Schuller"
"4474","Snooky Young"
"4475","Gunther Schuller"
"4476","Ella Fitzgerald"
"4477","Gunther Schuller"
"4478","Lester Young"
"4479","Gunther Schuller"
"4480","Claude Thornhill"
"4481","Gunther Schuller"
"4482","Ben Webster"
"4483","Gunther Schuller"
"4484","Walter Page"
"4485","Gunther Schuller"
"4486","Jim Hall (musician)"
"4487","Gunther Schuller"
"4488","Art Farmer"
"4489","Gunther Schuller"
"4490","Frank Rehak"
"4491","Gunther Schuller"
"4492","Bill Barber (musician)"
"4493","Gunther Schuller"
"4494","Jelly Roll Morton"
"4495","Gunther Schuller"
"4496","Gil Evans"
"4497","Gunther Schuller"
"4498","Jackie McLean"
"4499","Gunther Schuller"
"4500","Percy Heath"
"4501","Gunther Schuller"
"4502","Oscar Peterson"
"4503","Gunther Schuller"
"4504","Freddie Keppard"
"4505","Gunther Schuller"
"4506","J. J. Johnson"
"4507","Gunther Schuller"
"4508","Dave Brubeck"
"4509","Gunther Schuller"
"4510","Miles Davis"
"4511","Gunther Schuller"
"4512","Bob Chester"
"4513","Gunther Schuller"
"4514","Dizzy Gillespie"
"4515","Gunther Schuller"
"4516","Frank Sinatra"
"4517","Gunther Schuller"
"4518","Benny Golson"
"4519","Gunther Schuller"
"4520","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"4521","Gunther Schuller"
"4522","David Baker (composer)"
"4523","Gunther Schuller"
"4524","Charlie Parker"
"4525","Gunther Schuller"
"4526","Willie Ruff"
"4527","Gunther Schuller"
"4528","Bix Beiderbecke"
"4529","Gunther Schuller"
"4530","Charlie Barnet"
"4531","Gunther Schuller"
"4532","Charlie Johnson (bandleader)"
"4533","Gunther Schuller"
"4534","Julius Watkins"
"4535","Gunther Schuller"
"4536","Red Norvo"
"4537","Gunther Schuller"
"4538","Lennie Tristano"
"4539","Gunther Schuller"
"4540","Ray Nance"
"4541","Gunther Schuller"
"4542","Jimmy Cleveland"
"4543","Gunther Schuller"
"4544","Max Roach"
"4545","Gunther Schuller"
"4546","Joe Wilder"
"4547","Gunther Schuller"
"4548","Danny Bank"
"4549","Gunther Schuller"
"4550","Junior Raglin"
"4551","Gunther Schuller"
"4552","Harry Carney"
"4553","Gunther Schuller"
"4554","http://dbpedia.org/resource/Joe_""King""_Oliver"
"4555","Gunther Schuller"
"4556","Woody Herman"
"4557","Gunther Schuller"
"4558","Sy Oliver"
"4559","Gunther Schuller"
"4560","Fletcher Henderson"
"4561","Gunther Schuller"
"4562","Ed Schuller"
"4563","Gunther Schuller"
"4564","Jaki Byard"
"4565","Gunther Schuller"
"4566","Louis Armstrong"
"4567","Gunther Schuller"
"4568","Tommy Dorsey"
"4569","Gunther Schuller"
"4570","Jimmy Giuffre"
"4571","Gunther Schuller"
"4572","Thelonious Monk"
"4573","Gunther Schuller"
"4574","Earl Hines"
"4575","Gunther Schuller"
"4576","Jimmie Lunceford"
"4577","Gunther Schuller"
"4578","Scott LaFaro"
"4579","Gunther Schuller"
"4580","Barney Bigard"
"4581","Gunther Schuller"
"4582","Jimmy Blanton"
"4583","Gunther Schuller"
"4584","Johnny Hodges"
"4585","Gunther Schuller"
"4586","Joe Newman (trumpeter)"
"4587","Gunther Schuller"
"4588","Don Redman"
"4589","Gunther Schuller"
"4590","Clark Terry"
"4591","Gunther Schuller"
"4592","Clifford Brown"
"4593","Gunther Schuller"
"4594","Nesuhi Ertegun"
"4595","Gunther Schuller"
"4596","George Russell (composer)"
"4597","Gunther Schuller"
"4598","Avishai Cohen"
"4599","Gunther Schuller"
"4600","Sarah Vaughan"
"4601","Gunther Schuller"
"4602","Benny Goodman"
"4603","Gunther Schuller"
"4604","Rex Stewart"
"4605","Gunther Schuller"
"4606","Barry Galbraith"
"4607","Gunther Schuller"
"4608","Bill Evans"
"4609","Gunther Schuller"
"4610","Glenn Miller"
"4611","Gunther Schuller"
"4612","Junior Collins"
"4613","Gunther Schuller"
"4614","John Hammond (producer)"
"4615","Gunther Schuller"
"4616","Alvino Rey"
"4617","Gunther Schuller"
"4618","Don Cherry (singer)"
"4619","Gunther Schuller"
"4620","Teo Macero"
"4621","Gunther Schuller"
"4622","Eugene Wright"
"4623","Gunther Schuller"
"4624","Lawrence Brown (jazz trombonist)"
"4625","Gunther Schuller"
"4626","Duke Ellington"
"4627","Andrew Kirk"
"4628","Coleman Hawkins"
"4629","Andrew Kirk"
"4630","Nat King Cole"
"4631","Andrew Kirk"
"4632","Charlie Christian"
"4633","Andrew Kirk"
"4634","Chris Columbus (musician)"
"4635","Andrew Kirk"
"4636","Roy Eldridge"
"4637","Andrew Kirk"
"4638","Claude Hopkins"
"4639","Andrew Kirk"
"4640","Ella Fitzgerald"
"4641","Andrew Kirk"
"4642","Lester Young"
"4643","Andrew Kirk"
"4644","Ben Webster"
"4645","Andrew Kirk"
"4646","Chick Webb"
"4647","Andrew Kirk"
"4648","Alberta Hunter"
"4649","Andrew Kirk"
"4650","Charlie Parker"
"4651","Andrew Kirk"
"4652","Cab Calloway"
"4653","Andrew Kirk"
"4654","Fletcher Henderson"
"4655","Andrew Kirk"
"4656","Mary Lou Williams"
"4657","Andrew Kirk"
"4658","Jack Kapp"
"4659","Andrew Kirk"
"4660","Boogie Woogie Red"
"4661","Andrew Kirk"
"4662","Jay McShann"
"4663","Andrew Kirk"
"4664","Don Byas"
"4665","Andrew Kirk"
"4666","Fats Waller"
"4667","Andrew Kirk"
"4668","Count Basie"
"4669","Andrew Kirk"
"4670","John Hammond (producer)"
"4671","Andrew Kirk"
"4672","John Coltrane"
"4673","Andrew Kirk"
"4674","Buddy Tate"
"4675","Andrew Kirk"
"4676","Bennie Moten"
"4677","Andrew Kirk"
"4678","Floyd Smith (musician)"
"4679","Andrew Kirk"
"4680","Duke Ellington"
"4681","Billy Eckstine"
"4682","Art Tatum"
"4683","Billy Eckstine"
"4684","Quincy Jones"
"4685","Billy Eckstine"
"4686","Roy Eldridge"
"4687","Billy Eckstine"
"4688","Bobby Tucker"
"4689","Billy Eckstine"
"4690","Frank Foster (musician)"
"4691","Billy Eckstine"
"4692","Charlie Parker"
"4693","Billy Eckstine"
"4694","Sammy Davis Jr."
"4695","Billy Eckstine"
"4696","Cab Calloway"
"4697","Billy Eckstine"
"4698","Mary Lou Williams"
"4699","Billy Eckstine"
"4700","Earl Hines"
"4701","Billy Eckstine"
"4702","Andrew Kirk"
"4703","Billy Eckstine"
"4704","Duke Ellington"
"4705","Johnny Griffin"
"4706","Bing Crosby"
"4707","Johnny Griffin"
"4708","Elmo Hope"
"4709","Johnny Griffin"
"4710","George Shearing"
"4711","Johnny Griffin"
"4712","Sonny Stitt"
"4713","Johnny Griffin"
"4714","Red Saunders (musician)"
"4715","Johnny Griffin"
"4716","Walter Davis Jr."
"4717","Johnny Griffin"
"4718","Nathan Davis (saxophonist)"
"4719","Johnny Griffin"
"4720","Joe Williams (jazz singer)"
"4721","Johnny Griffin"
"4722","Kenny Drew Jr."
"4723","Johnny Griffin"
"4724","Louis Smith (musician)"
"4725","Johnny Griffin"
"4726","Percy Heath"
"4727","Johnny Griffin"
"4728","Oscar Peterson"
"4729","Johnny Griffin"
"4730","Dexter Gordon"
"4731","Johnny Griffin"
"4732","Red Mitchell"
"4733","Johnny Griffin"
"4734","Miles Davis"
"4735","Johnny Griffin"
"4736","Lionel Hampton"
"4737","Johnny Griffin"
"4738","Charlie Parker"
"4739","Johnny Griffin"
"4740","Art Taylor"
"4741","Johnny Griffin"
"4742","Max Roach"
"4743","Johnny Griffin"
"4744","Kenny Drew"
"4745","Johnny Griffin"
"4746","South Park Mexican"
"4747","Johnny Griffin"
"4748","Art Blakey"
"4749","Johnny Griffin"
"4750","Boogie Woogie Red"
"4751","Johnny Griffin"
"4752","Philly Joe Jones"
"4753","Johnny Griffin"
"4754","Billy Mitchell (jazz musician)"
"4755","Johnny Griffin"
"4756","Doug Watkins"
"4757","Johnny Griffin"
"4758","Herbie Fields"
"4759","Johnny Griffin"
"4760","Joe Morris (drummer)"
"4761","Johnny Griffin"
"4762","Count Basie"
"4763","Johnny Griffin"
"4764","John Coltrane"
"4765","Johnny Griffin"
"4766","Billy Taylor (jazz bassist)"
"4767","Johnny Griffin"
"4768","Louis Jordan"
"4769","Johnny Griffin"
"4770","Dinah Washington"
"4771","Johnny Griffin"
"4772","Jo Jones"
"4773","Johnny Griffin"
"4774","Duke Ellington"
"4775","McCoy Tyner"
"4776","Alice Coltrane"
"4777","McCoy Tyner"
"4778","John Coltrane"
"4779","Roy Eldridge"
"4780","Herb Alpert"
"4781","Roy Eldridge"
"4782","Art Tatum"
"4783","Roy Eldridge"
"4784","Jabbo Smith"
"4785","Roy Eldridge"
"4786","Chris Columbus (musician)"
"4787","Roy Eldridge"
"4788","Tricky Sam Nanton"
"4789","Roy Eldridge"
"4790","Carmen McRae"
"4791","Roy Eldridge"
"4792","Ella Fitzgerald"
"4793","Roy Eldridge"
"4794","Lester Young"
"4795","Roy Eldridge"
"4796","Chick Webb"
"4797","Roy Eldridge"
"4798","Oscar Peterson"
"4799","Roy Eldridge"
"4800","Jonah Jones"
"4801","Roy Eldridge"
"4802","Alberta Hunter"
"4803","Roy Eldridge"
"4804","Miles Davis"
"4805","Roy Eldridge"
"4806","Dizzy Gillespie"
"4807","Roy Eldridge"
"4808","Lionel Hampton"
"4809","Roy Eldridge"
"4810","Gene Krupa"
"4811","Roy Eldridge"
"4812","Charlie Parker"
"4813","Roy Eldridge"
"4814","Charlie Johnson (bandleader)"
"4815","Roy Eldridge"
"4816","Red Nichols"
"4817","Roy Eldridge"
"4818","Fletcher Henderson"
"4819","Roy Eldridge"
"4820","Mary Lou Williams"
"4821","Roy Eldridge"
"4822","Louis Armstrong"
"4823","Roy Eldridge"
"4824","Benny Carter"
"4825","Roy Eldridge"
"4826","Ray Brown (musician)"
"4827","Roy Eldridge"
"4828","Jimmy Blanton"
"4829","Roy Eldridge"
"4830","George Benson"
"4831","Roy Eldridge"
"4832","Andrew Kirk"
"4833","Roy Eldridge"
"4834","Elmer Snowden"
"4835","Roy Eldridge"
"4836","Fats Waller"
"4837","Roy Eldridge"
"4838","Benny Goodman"
"4839","Roy Eldridge"
"4840","Rex Stewart"
"4841","Roy Eldridge"
"4842","Dinah Washington"
"4843","Roy Eldridge"
"4844","Jo Jones"
"4845","Roy Eldridge"
"4846","Duke Ellington"
"4847","Sam Rivers"
"4848","Art Tatum"
"4849","Sam Rivers"
"4850","Ornette Coleman"
"4851","Sam Rivers"
"4852","Quincy Jones"
"4853","Sam Rivers"
"4854","Eric Dolphy"
"4855","Sam Rivers"
"4856","Coleman Hawkins"
"4857","Sam Rivers"
"4858","Bud Powell"
"4859","Sam Rivers"
"4860","Nat King Cole"
"4861","Sam Rivers"
"4862","Nat Pierce"
"4863","Sam Rivers"
"4864","Alan Dawson"
"4865","Sam Rivers"
"4866","Lester Young"
"4867","Sam Rivers"
"4868","John Coltrane"
"4869","Sam Rivers"
"4870","Donald Harrison"
"4871","Sam Rivers"
"4872","Oscar Peterson"
"4873","Sam Rivers"
"4874","Archie Shepp"
"4875","Sam Rivers"
"4876","Miles Davis"
"4877","Sam Rivers"
"4878","Dizzy Gillespie"
"4879","Sam Rivers"
"4880","Red Rodney"
"4881","Sam Rivers"
"4882","Charlie Parker"
"4883","Sam Rivers"
"4884","B.B. King"
"4885","Sam Rivers"
"4886","Joe Gordon (musician)"
"4887","Sam Rivers"
"4888","Chet Baker"
"4889","Sam Rivers"
"4890","Anthony Williams"
"4891","Sam Rivers"
"4892","Cecil Taylor"
"4893","Gerald Wiggins"
"4894","Irving Ashby"
"4895","Gerald Wiggins"
"4896","John Lewis (pianist)"
"4897","Gerald Wiggins"
"4898","Quincy Jones"
"4899","Gerald Wiggins"
"4900","Eric Dolphy"
"4901","Gerald Wiggins"
"4902","Nat King Cole"
"4903","Gerald Wiggins"
"4904","Stuff Smith"
"4905","Gerald Wiggins"
"4906","Rodney Whitaker"
"4907","Gerald Wiggins"
"4908","Stan Kenton"
"4909","Gerald Wiggins"
"4910","George Shearing"
"4911","Gerald Wiggins"
"4912","Snooky Young"
"4913","Gerald Wiggins"
"4914","Ella Fitzgerald"
"4915","Gerald Wiggins"
"4916","Freddie Hubbard"
"4917","Gerald Wiggins"
"4918","Lester Young"
"4919","Gerald Wiggins"
"4920","Phil Wilson (trombonist)"
"4921","Gerald Wiggins"
"4922","Buster Williams"
"4923","Gerald Wiggins"
"4924","Lee Young"
"4925","Gerald Wiggins"
"4926","Chick Webb"
"4927","Gerald Wiggins"
"4928","John Coltrane"
"4929","Gerald Wiggins"
"4930","John Levy (musician)"
"4931","Gerald Wiggins"
"4932","Jelly Roll Morton"
"4933","Gerald Wiggins"
"4934","Hale Smith"
"4935","Gerald Wiggins"
"4936","Frank Wess"
"4937","Gerald Wiggins"
"4938","Matthew Gee"
"4939","Gerald Wiggins"
"4940","John Clayton (bassist)"
"4941","Gerald Wiggins"
"4942","Jimmy Scott"
"4943","Gerald Wiggins"
"4944","Bobby Darin"
"4945","Gerald Wiggins"
"4946","Wayne Shorter"
"4947","Gerald Wiggins"
"4948","Kenny Burrell"
"4949","Gerald Wiggins"
"4950","Al McKibbon"
"4951","Gerald Wiggins"
"4952","Nancy Wilson (jazz singer)"
"4953","Gerald Wiggins"
"4954","Ray Brown Jr."
"4955","Gerald Wiggins"
"4956","Buck Ram"
"4957","Gerald Wiggins"
"4958","Anthony Wilson"
"4959","Gerald Wiggins"
"4960","Hank Jones"
"4961","Gerald Wiggins"
"4962","Miles Davis"
"4963","Gerald Wiggins"
"4964","Dizzy Gillespie"
"4965","Gerald Wiggins"
"4966","Frank Sinatra"
"4967","Gerald Wiggins"
"4968","Sam Brown (guitarist)"
"4969","Gerald Wiggins"
"4970","Benny Golson"
"4971","Gerald Wiggins"
"4972","Louie Bellson"
"4973","Gerald Wiggins"
"4974","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"4975","Gerald Wiggins"
"4976","Calvin Jackson"
"4977","Gerald Wiggins"
"4978","David Baker (composer)"
"4979","Gerald Wiggins"
"4980","Charlie Parker"
"4981","Gerald Wiggins"
"4982","Berle Adams"
"4983","Gerald Wiggins"
"4984","Sammy Davis Jr."
"4985","Gerald Wiggins"
"4986","Ray Nance"
"4987","Gerald Wiggins"
"4988","Cab Calloway"
"4989","Gerald Wiggins"
"4990","Horace Silver"
"4991","Gerald Wiggins"
"4992","Specs Wright"
"4993","Gerald Wiggins"
"4994","Stix Hooper"
"4995","Gerald Wiggins"
"4996","Harry James"
"4997","Gerald Wiggins"
"4998","http://dbpedia.org/resource/Joe_""King""_Oliver"
"4999","Gerald Wiggins"
"5000","Sy Oliver"
"5001","Gerald Wiggins"
"5002","Fletcher Henderson"
"5003","Gerald Wiggins"
"5004","Freddie Green"
"5005","Gerald Wiggins"
"5006","Louis Armstrong"
"5007","Gerald Wiggins"
"5008","Tommy Dorsey"
"5009","Gerald Wiggins"
"5010","Earl Hines"
"5011","Gerald Wiggins"
"5012","Jimmie Lunceford"
"5013","Gerald Wiggins"
"5014","Lena Horne"
"5015","Gerald Wiggins"
"5016","Benny Carter"
"5017","Gerald Wiggins"
"5018","Ray Brown (musician)"
"5019","Gerald Wiggins"
"5020","Oliver Nelson"
"5021","Gerald Wiggins"
"5022","Barney Bigard"
"5023","Gerald Wiggins"
"5024","Melba Liston"
"5025","Gerald Wiggins"
"5026","Gerald Wilson"
"5027","Gerald Wiggins"
"5028","Johnny Hodges"
"5029","Gerald Wiggins"
"5030","Buddy Bolden"
"5031","Gerald Wiggins"
"5032","Roger Segure"
"5033","Gerald Wiggins"
"5034","Clark Terry"
"5035","Gerald Wiggins"
"5036","Artie Shaw"
"5037","Gerald Wiggins"
"5038","Fats Waller"
"5039","Gerald Wiggins"
"5040","Sarah Vaughan"
"5041","Gerald Wiggins"
"5042","Joe Pass"
"5043","Gerald Wiggins"
"5044","Benny Goodman"
"5045","Gerald Wiggins"
"5046","Buddy Collette"
"5047","Gerald Wiggins"
"5048","Rex Stewart"
"5049","Gerald Wiggins"
"5050","Glenn Miller"
"5051","Gerald Wiggins"
"5052","Count Basie"
"5053","Gerald Wiggins"
"5054","Elmon Wright"
"5055","Gerald Wiggins"
"5056","Paul Gonsalves"
"5057","Gerald Wiggins"
"5058","Herbie Hancock"
"5059","Gerald Wiggins"
"5060","Jim Scott (musician)"
"5061","Gerald Wiggins"
"5062","Herb Jeffries"
"5063","Gerald Wiggins"
"5064","Milford Graves"
"5065","Gerald Wiggins"
"5066","Joe Thomas (tenor saxophonist)"
"5067","Gerald Wiggins"
"5068","Jon B."
"5069","Gerald Wiggins"
"5070","Anthony Williams"
"5071","Gerald Wiggins"
"5072","Jimmy Jones (pianist)"
"5073","Gerald Wiggins"
"5074","Willie Cook"
"5075","Gerald Wiggins"
"5076","Duke Ellington"
"5077","Delfeayo Marsalis"
"5078","Mark Turner (musician)"
"5079","Delfeayo Marsalis"
"5080","Brian Blade"
"5081","Delfeayo Marsalis"
"5082","Abdullah Ibrahim"
"5083","Delfeayo Marsalis"
"5084","John Coltrane"
"5085","Delfeayo Marsalis"
"5086","Donald Harrison"
"5087","Delfeayo Marsalis"
"5088","Arif Mardin"
"5089","Delfeayo Marsalis"
"5090","Clarence Seay"
"5091","Delfeayo Marsalis"
"5092","J. J. Johnson"
"5093","Delfeayo Marsalis"
"5094","Craig Handy"
"5095","Delfeayo Marsalis"
"5096","Ken Brown"
"5097","Delfeayo Marsalis"
"5098","Milt Hinton"
